"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,3
1,1,1,0,0,0,"wet",0,3742.9676508044,0,0,0,0,7
0,0,1,1,0,0,"wet",0,0,0,2030.67844694714,0,0,12
1,1,1,1,0,0,"wet",0,3742.9676508044,0,0,0,0,15
1,0,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,17
1,1,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,19
0,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,30
0,0,1,0,0,1,"dry",0,0,720.933983618679,0,0,3494.1090391444,36
0,0,0,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,40
0,1,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,50
