"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,1,0,0,0,"wet",0,3742.9676508044,0,0,0,0,6
0,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,10
0,1,0,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,18
0,0,1,0,1,0,"wet",0,0,0,0,8614.48470697596,0,20
1,1,1,0,1,0,"wet",0,2701.35187468275,0,0,4176.34574853526,0,23
0,1,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,26
1,0,0,0,0,1,"wet",10074.5859884317,0,0,0,0,69.2863079044862,33
0,1,0,0,1,1,"wet",0,2701.35187468276,0,0,4176.34574853526,0,50
0,0,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,52
0,1,1,1,1,1,"wet",0,2701.35187468276,0,0,4176.34574853526,0,62
