"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,2
0,1,1,0,0,0,"wet",0,3742.9676508044,0,0,0,0,6
0,1,1,1,0,0,"dry",0,2309.58830101005,0,486.446193048757,0,0,14
0,0,0,1,1,0,"wet",0,0,0,0,8614.48470697596,0,24
1,0,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,25
0,0,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,28
0,1,1,0,0,1,"wet",0,3742.9676508044,0,0,0,0,38
0,1,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,50
1,0,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,1
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
