"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,2
0,0,0,1,0,0,"dry",0,0,0,855.75979903007,0,0,8
1,1,1,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,15
0,1,0,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,18
1,1,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,19
1,0,0,1,1,0,"wet",2953.3891618733,0,0,0,8391.21142810233,0,25
1,1,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,27
0,1,0,1,0,1,"dry",0,2058.02976968146,0,460.046093961935,0,3167.5274791838,42
1,0,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,1
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
