"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,1,0,0,0,"dry",0,2755.42687427732,0,0,0,0,6
0,0,1,1,0,0,"dry",0,0,0,855.75979903007,0,0,12
0,1,1,1,0,0,"dry",0,2309.58830101005,0,486.446193048757,0,0,14
1,1,0,0,1,0,"wet",0,2701.35187468275,0,0,4176.34574853526,0,19
0,0,1,0,1,0,"wet",0,0,0,0,8614.48470697596,0,20
0,1,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,26
0,1,0,0,0,1,"wet",0,3742.9676508044,0,0,0,0,34
1,1,0,0,0,1,"wet",0,3742.9676508044,0,0,0,0,35
0,1,1,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,38
1,0,1,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,13
