"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,1,0,0,0,"dry",0,2755.42687427732,0,0,0,0,6
1,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,11
0,1,1,1,0,0,"dry",0,2309.58830101005,0,486.446193048757,0,0,14
0,1,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,18
1,0,1,0,1,0,"wet",2953.3891618733,0,0,0,8391.21142810233,0,21
0,1,0,1,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,26
0,0,1,1,1,0,"wet",0,0,0,0,8614.48470697596,0,28
0,1,1,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,38
0,1,0,1,0,1,"dry",0,2058.02976968146,0,460.046093961935,0,3167.5274791838,42
0,0,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,56
