"ACWR.action.outcome","FEMI.action.outcome","HOMU.action.outcome","PLER.action.outcome","SACO.action.outcome","URLI.action.outcome"
0,2789.87921108078,0.700999999936089,0,0,0
4437.03248484871,0,0.70100000047496,52.2395569736008,0,2721.4919095497
0,2757.73309376749,0.700999999983279,0,0,0
0,3009.13038742909,0.700999999936089,0,0,0
0,0,0.700999999936089,0,2667.91002702942,0
0,0,0.700999999936089,223.603555791401,1368.16058491814,0
0,0,0.700999999936089,147.973511025859,1871.62148362188,0
0,0,0.700999999991681,163.982678748787,1907.15397988236,0
0,0,0.700999999936089,158.850947995598,1963.54394157239,0
0,0,0.700999999936089,153.156148972781,1897.77503823774,0
