"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,0,1,1,0,"wet",0,2701.35187468275,0,0,4176.34574853526,0,27
0,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,30
1,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,31
0,1,1,1,0,1,"wet",0,3742.9676508044,0,0,0,0,46
1,1,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,51
1,0,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,53
0,1,1,0,1,1,"wet",0,2701.35187468276,0,0,4176.34574853526,0,54
1,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,55
1,1,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,59
1,1,1,1,1,1,"wet",0,2701.35187468275,0,0,4176.34574853526,0,63
