"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,0,0,0,0,"wet",0,0,0,0,0,0,64
0,1,1,0,0,0,"wet",0,3742.9676508044,0,0,0,0,6
0,0,0,1,0,0,"dry",0,0,0,855.75979903007,0,0,8
0,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,10
0,1,0,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,18
0,0,1,0,1,0,"dry",0,0,0,0,5072.11153581888,0,20
0,1,1,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,22
0,0,1,0,0,1,"wet",0,0,0,0,0,8130.19921373607,36
0,0,1,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,44
0,0,0,0,1,1,"wet",0,0,0,0,8541.21650090317,177.448724115955,48
