"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,11
0,0,1,1,0,0,"wet",0,0,0,2030.67844694714,0,0,12
0,0,0,0,1,0,"wet",0,0,0,0,8614.48470697596,0,16
0,0,1,0,1,0,"dry",0,0,0,0,5072.11153581888,0,20
0,0,0,1,1,0,"wet",0,0,0,0,8614.48470697596,0,24
1,0,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,25
0,1,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,26
1,1,0,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,35
0,0,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,52
1,0,1,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,13
