"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,2
0,0,1,0,0,0,"dry",0,0,1502.20700313119,0,0,0,4
0,0,0,1,0,0,"wet",0,0,0,2030.67844694714,0,0,8
0,0,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,16
0,0,0,0,0,1,"wet",0,0,0,0,0,8130.19921373607,32
1,1,1,1,0,1,"wet",0,3742.9676508044,0,0,0,0,47
1,1,1,0,1,1,"wet",0,2701.35187468275,0,0,4176.34574853526,0,55
1,1,0,1,1,1,"wet",0,2701.35187468275,0,0,4176.34574853526,0,59
1,0,1,1,1,1,"wet",2953.38916187329,0,0,0,8391.21142810233,0,61
1,0,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,1
