"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,1,0,0,0,"wet",0,3742.9676508044,0,0,0,0,7
0,0,0,1,0,0,"dry",0,0,0,855.75979903007,0,0,8
1,1,1,1,0,0,"wet",0,3742.9676508044,0,0,0,0,15
0,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,30
1,0,1,1,0,1,"dry",4922.35590061265,0,0,278.821257961259,0,3027.14141695288,45
0,0,0,0,1,1,"wet",0,0,0,0,8541.21650090317,177.448724115955,48
0,0,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,52
0,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,54
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
1,0,0,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,9
