"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,0,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,29
1,0,1,0,0,1,"wet",10074.5770975921,0,0,0,0,69.3071942792377,37
1,1,1,1,0,1,"wet",0,3742.9676508044,0,0,0,0,47
1,0,0,0,1,1,"wet",2953.3891618733,0,0,0,8391.21142810233,0,49
1,1,0,0,1,1,"wet",0,2701.35187468275,0,0,4176.34574853526,0,51
1,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,55
0,1,0,1,1,1,"wet",0,2701.35187468276,0,0,4176.34574853526,0,58
0,1,1,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,62
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
1,0,1,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,13
