"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,3
0,0,1,0,0,0,"wet",0,0,786.995011139359,0,0,0,4
0,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,10
1,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,11
0,0,1,1,0,0,"dry",0,0,0,855.75979903007,0,0,12
1,0,1,0,1,0,"wet",2953.3891618733,0,0,0,8391.21142810233,0,21
0,0,1,1,1,0,"wet",0,0,0,0,8614.48470697596,0,28
0,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,30
0,0,0,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,40
1,1,0,0,1,1,"wet",0,2701.35187468275,0,0,4176.34574853526,0,51
