"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,0,0,0,0,"wet",0,0,0,0,0,0,64
0,0,1,0,0,0,"dry",0,0,1502.20700313119,0,0,0,4
0,1,0,1,0,0,"dry",0,2309.58830101005,0,486.446193048757,0,0,10
0,0,1,1,0,0,"dry",0,0,0,855.75979903007,0,0,12
1,0,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,17
0,0,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,24
0,0,0,0,0,1,"dry",0,0,0,0,0,3936.44733681903,32
0,1,0,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,34
0,0,0,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,40
1,0,0,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,9
