"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,0,0,0,0,252
0,0,0,0,0,0,0,252,0
0,0,0,0,0,0,0,252,0
0,0,0,0,0,0,0,252,0
0,0,0,0,0,0,252,0,18
0,0,0,0,0,0,252,0,18
0,0,0,0,0,0,252,0,18
0,0,0,0,0,0,173,127,39.5
0,0,0,0,0,0,173,127,39.5
0,0,0,0,0,0,173,127,39.5
0,0,0,0,0,173,0,0,0
0,0,0,0,0,173,0,0,0
0,0,0,0,0,2.5,252,0,0
0,0,0,0,0,0,252,0,39.5
0,0,0,0,0,0,79.5,173,39.5
0,0,0,0,0,0,79.5,173,39.5
0,0,0,0,0,0,79.5,173,39.5
0,0,0,0,252,0,0,0,0
0,0,0,0,252,0,0,0,0
0,0,0,0,252,0,0,0,0
0,0,0,0,173,0,0,79.5,0
0,0,0,0,173,0,0,79.5,0
0,0,0,0,173,0,0,79.5,0
0,0,0,0,252,0,39.5,0,18
0,0,0,0,252,0,39.5,0,18
0,0,0,0,252,0,39.5,0,18
0,0,0,0,252,0,7.5,79.5,0
0,0,0,0,252,0,7.5,79.5,0
0,0,0,0,252,0,7.5,79.5,0
0,0,0,0,173,0,7.5,39.5,0
0,0,0,0,173,0,7.5,39.5,0
0,0,0,0,173,0,7.5,39.5,0
0,0,0,0,127,0,0,39.5,18
0,0,0,0,127,0,0,39.5,18
0,0,0,0,127,0,0,39.5,18
0,0,0,0,252,2.5,79.5,0,0
0,0,0,0,252,2.5,79.5,0,0
0,0,0,0,252,2.5,79.5,0,0
0,0,0,0,252,0,7.5,0,18
0,0,0,0,252,0,7.5,0,18
0,0,0,0,252,0,7.5,0,18
0,0,0,0,127,0,0,39.5,2.5
0,0,0,0,127,0,0,39.5,2.5
0,0,0,0,127,0,0,39.5,2.5
0,0,0,252,0,0,0,0,0
0,0,0,252,0,0,0,0,0
0,0,0,252,0,0,0,0,0
0,0,0,252,0,0,0,18,0
0,0,0,252,0,0,0,18,0
0,0,0,252,0,0,0,18,0
0,0,0,252,0,0,2.5,18,2.5
0,0,0,252,0,0,2.5,18,2.5
0,0,0,252,0,0,2.5,18,2.5
0,0,0,252,0,18,0,0,0
0,0,0,252,0,18,0,0,0
0,0,0,252,0,0,0,7.5,2.5
0,0,0,252,0,0,0,7.5,2.5
0,0,0,252,0,0,0,7.5,2.5
