"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,0,0,0,177,94
0,0,0,0,0,0,0,231,16
0,0,0,0,0,0,0,279,103
0,0,0,0,0,0,206,0,0
0,0,0,0,0,0,242,0,0
0,0,0,0,0,1,0,166,45
0,0,0,0,0,2,0,103,141
0,0,0,0,0,0,0,200,25
0,0,0,0,182,0,0,61,14
0,0,0,0,142,0,0,84,4
0,0,0,0,150,0,0,56,57
0,0,0,0,209,0,50,0,0
0,0,0,0,296,0,123,0,0
0,0,0,0,240,0,58,0,0
0,0,0,0,220,0,6,21,6
0,0,0,0,153,0,0,78,2
0,0,0,0,171,0,4,49,0
0,0,0,0,303,4,0,0,0
0,0,0,0,255,12,0,0,0
0,0,0,0,305,3,0,0,0
0,0,0,0,270,0,0,0,26
0,0,0,0,194,0,0,0,12
0,0,0,0,281,0,44,0,14
0,0,0,0,193,0,24,0,20
0,0,0,0,207,0,7,0,21
0,0,0,168,0,0,20,29,6
0,0,0,237,0,0,2,15,2
0,0,0,201,0,0,65,16,20
0,0,0,249,0,0,0,0,11
0,0,0,167,0,0,0,0,63
0,0,0,246,0,0,0,0,2
0,0,0,157,137,0,6,0,0
0,0,0,148,116,0,25,0,0
0,0,0,114,119,0,27,0,0
0,0,0,194,95,0,2,13,0
0,0,0,121,138,0,0,0,0
0,0,0,117,135,0,0,0,0
0,0,0,107,45,0,20,20,9
0,0,0,81,129,0,0,6,0
0,0,0,177,94,0,1,9,3
0,0,149,0,0,0,0,0,25
0,0,249,0,0,0,0,0,1
0,0,176,0,0,0,0,0,0
0,0,160,0,0,0,120,0,0
0,0,199,0,0,0,39,0,0
0,0,177,0,0,2,85,0,0
0,0,61,0,159,0,75,0,0
0,0,92,0,151,0,6,0,0
0,0,36,0,191,0,4,0,0
0,0,42,0,184,0,26,0,1
0,0,85,0,142,0,3,0,8
0,0,46,227,0,0,10,0,0
0,0,8,202,0,0,1,0,0
0,0,56,215,0,0,5,7,0
0,0,55,193,0,0,0,0,0
0,0,7,240,0,0,0,0,0
0,0,21,155,0,8,0,0,0
0,0,31,212,0,0,11,0,0
0,0,18,191,0,0,0,0,2
0,0,47,197,0,0,1,0,0
0,0,0,95,121,0,0,2,4
0,0,6,113,190,0,0,10,0
0,0,0,136,79,0,0,4,1
0,0,25,57,158,0,0,0,0
0,0,9,125,48,0,0,0,0
0,0,10,135,175,0,0,0,0
0,0,4,218,109,0,0,0,1
0,0,24,108,108,0,0,0,0
0,0,0,171,105,0,0,0,5
0,0,11,139,60,0,10,0,0
0,0,2,144,103,0,5,0,0
0,0,1,170,56,0,0,0,0
0,210,0,0,0,0,0,0,0
0,161,0,0,0,0,0,0,0
0,180,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,280
0,3,0,0,0,0,0,0,260
0,0,0,0,183,0,167,0,0
0,0,0,0,223,0,56,0,0
0,0,0,0,166,0,19,8,0
0,2,0,0,246,0,0,53,1
0,2,0,0,212,0,15,59,34
0,0,0,238,0,0,0,0,13
0,0,0,287,0,0,0,0,0
0,0,0,155,0,0,0,0,7
0,0,0,197,0,0,4,10,0
0,0,0,196,0,0,2,14,0
0,0,0,190,0,0,0,24,0
0,0,0,183,0,0,0,26,3
0,0,0,246,0,0,0,3,0
0,0,0,288,0,0,0,3,0
0,0,0,188,130,0,0,15,0
0,0,0,172,116,0,5,4,0
0,0,0,71,72,0,3,23,0
0,0,0,188,132,0,0,9,0
0,0,0,141,168,0,0,40,7
0,0,0,144,47,0,0,32,1
0,0,0,114,179,0,6,0,0
0,0,0,132,102,6,29,0,2
0,0,0,112,53,0,58,0,2
0,2,159,0,0,0,130,0,0
0,0,130,0,0,0,212,0,0
0,0,200,0,0,0,80,0,0
0,4,241,0,0,1,0,0,54
0,6,147,0,0,0,0,0,39
0,0,1,258,0,0,0,0,1
0,0,9,201,0,0,0,0,0
0,0,9,213,0,0,0,0,1
0,0,34,176,0,0,2,0,1
0,0,17,178,0,0,10,0,2
0,0,14,219,0,0,103,0,43
0,0,46,242,0,0,0,0,0
0,0,36,188,0,0,0,0,0
0,0,23,270,0,0,0,0,0
0,0,15,147,0,1,0,0,0
0,0,5,265,0,0,0,19,0
0,0,4,215,0,0,0,22,0
0,1,42,171,0,0,0,5,0
0,0,0,285,0,0,4,15,0
0,0,22,305,0,0,0,13,0
0,0,14,179,0,0,16,0,0
0,0,76,177,0,0,0,2,0
0,0,76,128,0,0,3,22,0
0,0,5,115,74,0,0,6,0
0,0,1,149,174,0,0,18,0
0,0,10,180,73,0,0,4,0
0,0,12,155,135,0,8,0,0
0,0,17,112,82,0,4,0,0
0,0,18,133,42,0,0,0,0
193,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
