"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,0,4.5,246.125,0,0
0,0,0,0,174.375,0,0,68.75,10.9375
0,0,0,0,174.375,0,0,68.75,10.9375
0,0,0,0,174.375,0,0,68.75,10.9375
0,0,0,246.125,0,0,0,0,1.5
0,0,0,246.125,0,0,0,0,1.5
0,0,0,246.125,0,0,0,0,1.5
0,0,0,174.375,0,0,28.4375,0,4.5
0,0,0,174.375,0,0,28.4375,0,4.5
0,0,0,174.375,0,0,28.4375,0,4.5
0,0,68.75,0,246.125,0,0,0,10.9375
0,0,68.75,0,246.125,0,0,0,10.9375
0,0,68.75,0,246.125,0,0,0,10.9375
0,0,0,0,174.375,0,28.4375,0,10.9375
0,0,0,0,174.375,0,28.4375,0,10.9375
0,0,0,0,174.375,0,28.4375,0,10.9375
0,1.5,0,0,246.125,0,28.4375,68.75,0
0,1.5,0,0,246.125,0,28.4375,68.75,0
0,1.5,0,0,246.125,0,28.4375,68.75,0
0,0,0,0,246.125,0,28.4375,0,0
0,0,0,0,246.125,0,28.4375,0,0
0,0,0,0,246.125,0,28.4375,0,0
0,0,0,174.375,0,0,0,10.9375,0
0,0,0,174.375,0,0,0,10.9375,0
0,0,0,174.375,0,0,0,10.9375,0
0,0,0,174.375,0,0,28.4375,0,4.5
0,0,0,174.375,0,0,28.4375,0,4.5
0,0,0,174.375,0,0,28.4375,0,4.5
0,0,0,174.375,68.75,0,0,0,0
0,0,0,174.375,68.75,0,0,0,0
0,0,0,174.375,68.75,0,0,0,0
0,0,10.9375,122.5,68.75,0,0,0,0
0,0,10.9375,122.5,68.75,0,0,0,0
0,0,10.9375,122.5,68.75,0,0,0,0
0,0,0,0,0,0,246.125,0,0
0,0,0,174.375,0,0,0,10.9375,0
0,0,0,174.375,0,0,0,10.9375,0
0,0,0,174.375,0,0,0,10.9375,0
0,0,122.5,0,0,0,10.9375,28.4375,4.5
0,0,122.5,0,0,0,10.9375,28.4375,4.5
0,0,122.5,0,0,0,10.9375,28.4375,4.5
0,0,0,0,246.125,0,0,0,68.75
0,0,0,0,246.125,0,0,0,68.75
0,0,0,0,246.125,0,0,0,68.75
0,0,0,0,246.125,28.4375,0,0,0
0,0,0,0,246.125,28.4375,0,0,0
0,0,0,0,246.125,28.4375,0,0,0
0,0,0,122.5,68.75,0,0,0,0
0,0,0,122.5,68.75,0,0,0,0
0,0,0,122.5,68.75,0,0,0,0
0,0,68.75,0,246.125,0,0,68.75,0
0,0,68.75,0,246.125,0,0,68.75,0
0,0,4.5,122.5,122.5,0,0,0,0
0,0,4.5,122.5,122.5,0,0,0,0
0,0,4.5,122.5,122.5,0,0,0,0
0,0,4.5,122.5,122.5,0,0,0,0
0,0,4.5,122.5,122.5,0,0,0,0
0,0,4.5,122.5,122.5,0,0,0,0
