"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,140,157,9
0,0,0,0,0,0,182,99,46
0,0,0,0,0,0,169,149,79
0,0,0,0,0,62,0,0,243
0,0,0,0,0,9,0,0,266
0,0,0,0,0,1,0,166,45
0,0,0,0,0,2,0,103,141
0,0,0,0,0,0,0,200,25
0,0,0,0,0,0,118,131,0
0,0,0,0,0,0,128,150,0
0,0,0,0,0,0,106,119,0
0,0,0,0,247,0,0,0,97
0,0,0,0,226,0,0,0,103
0,0,0,0,190,0,0,0,29
0,0,0,0,180,0,0,92,0
0,0,0,0,209,0,0,51,0
0,0,0,0,197,0,0,58,0
0,0,0,0,184,0,75,0,34
0,0,0,0,218,0,39,0,20
0,0,0,0,143,0,32,0,4
0,0,0,0,270,0,0,0,26
0,0,0,0,194,0,0,0,12
0,0,0,211,0,0,0,17,35
0,0,0,177,0,0,0,8,0
0,0,0,298,0,0,0,25,0
0,0,0,231,0,0,1,40,0
0,0,0,192,0,0,19,26,0
0,0,0,212,0,0,1,17,0
0,0,0,159,0,0,10,0,0
0,0,0,224,0,1,62,0,0
0,0,0,261,0,0,5,0,0
0,0,0,157,137,0,6,0,0
0,0,0,114,119,0,27,0,0
0,0,0,148,116,0,25,0,0
0,0,0,150,105,0,0,0,0
0,0,0,216,134,0,0,0,0
0,0,0,123,177,0,0,0,0
0,0,0,172,119,1,3,0,0
0,0,0,156,107,0,1,0,0
0,0,0,99,144,0,9,0,0
0,0,139,0,0,0,53,0,13
0,0,305,0,0,0,24,0,30
0,0,182,0,0,0,88,0,54
0,0,249,0,0,0,0,0,1
0,0,176,0,0,0,0,0,0
0,0,149,0,0,0,0,0,25
0,0,160,0,0,0,120,0,0
0,0,199,0,0,0,39,0,0
0,0,177,0,0,2,85,0,0
0,0,40,0,242,0,4,36,0
0,0,30,0,188,0,25,49,0
0,0,17,0,246,0,7,45,0
0,0,42,0,184,0,26,0,1
0,0,85,0,142,0,3,0,8
0,0,47,122,0,0,0,0,0
0,0,6,226,0,0,0,0,7
0,0,23,287,0,0,0,0,0
0,0,1,219,0,0,0,13,0
0,0,17,243,0,0,0,14,0
0,0,13,192,0,0,0,26,0
0,0,31,212,0,0,11,0,0
0,0,18,191,0,0,0,0,2
0,0,47,197,0,0,1,0,0
0,0,0,107,69,0,0,0,0
0,0,4,132,81,0,0,1,0
0,0,13,112,89,0,0,8,0
0,0,6,164,58,0,4,24,0
0,0,0,139,218,0,3,8,0
0,0,5,197,69,0,18,0,0
0,161,0,0,0,0,0,0,0
0,180,0,0,0,0,0,0,0
0,210,0,0,0,0,0,0,0
0,4,0,0,0,0,197,0,171
0,5,0,0,0,0,182,0,97
0,5,0,0,0,0,258,0,93
0,42,0,0,0,141,0,0,0
0,42,0,0,0,204,0,0,0
0,33,0,0,0,209,0,0,0
0,16,0,0,0,20,0,0,243
0,23,0,0,0,35,0,0,150
0,0,0,0,289,0,0,0,0
0,1,0,200,0,0,0,0,0
0,0,0,240,0,0,0,0,0
0,0,0,227,0,0,0,0,0
0,1,0,160,0,0,0,7,0
0,0,0,284,0,0,0,2,0
0,0,0,216,0,0,0,13,0
0,0,0,283,0,0,5,0,0
0,1,0,239,0,0,67,0,0
0,0,0,214,0,0,13,0,0
0,0,0,150,193,14,0,3,0
0,0,0,65,82,0,0,10,0
0,0,0,81,97,2,6,10,0
0,0,120,0,0,0,41,40,54
0,10,167,0,0,0,25,66,5
0,0,174,0,0,0,21,50,0
0,0,276,0,0,0,0,0,0
0,0,239,0,0,0,0,0,0
0,0,239,0,0,17,0,0,0
0,4,164,0,0,0,0,63,0
0,0,94,0,0,0,0,108,0
0,0,147,0,0,0,0,57,0
0,6,191,0,0,12,232,0,8
0,0,187,0,0,0,18,0,29
0,0,186,0,0,0,12,0,18
0,0,41,0,150,0,0,39,0
0,0,58,0,271,0,0,35,0
0,1,38,0,166,0,0,40,0
0,0,37,197,0,0,0,0,0
0,0,40,226,0,0,1,0,0
0,0,64,163,0,0,16,0,0
0,0,24,109,154,0,0,0,0
0,0,0,144,73,0,0,0,0
0,0,41,144,109,0,0,0,0
0,0,17,112,82,0,4,0,0
0,0,18,133,42,0,0,0,0
0,0,12,155,135,0,8,0,0
0,0,40,125,97,0,0,0,2
0,0,15,130,129,0,0,22,0
0,0,6,173,61,0,0,4,0
0,0,0,0,0,0,0,151,0
8,0,0,0,0,0,0,173,0
49,0,0,0,0,225,0,0,0
17,0,0,0,0,279,0,0,0
46,0,0,0,0,194,0,0,0
0,0,0,0,0,2,228,0,50
2,0,0,0,0,2,238,0,80
0,0,0,0,0,0,182,0,67
0,0,0,0,298,0,10,0,5
0,0,0,0,221,0,0,0,41
0,0,0,0,261,0,7,0,3
0,0,0,0,281,9,0,0,0
0,0,0,0,230,19,0,0,0
0,0,0,0,211,0,0,55,0
0,0,0,0,188,2,0,29,0
2,0,0,0,275,0,0,10,0
0,0,0,0,265,0,35,52,5
0,0,0,0,209,0,18,20,4
0,0,0,219,0,0,17,0,11
0,0,0,273,0,0,5,0,1
0,0,0,159,0,0,28,0,8
0,0,0,238,0,0,0,100,0
0,0,0,205,0,0,0,11,0
0,0,0,169,0,0,0,25,0
0,0,0,102,48,0,0,10,0
0,0,0,114,163,0,0,18,0
0,0,0,81,126,0,9,12,0
0,0,0,178,40,0,0,0,0
0,0,0,144,72,0,0,0,0
0,0,0,159,138,0,0,0,0
0,0,0,153,58,0,10,0,0
0,0,0,130,143,0,4,0,0
0,0,0,112,113,0,2,0,0
1,0,120,0,0,0,13,43,4
0,0,179,0,0,0,14,25,6
0,0,148,0,0,0,55,30,10
7,0,249,0,0,1,0,0,0
3,0,217,0,0,6,0,0,0
0,0,218,0,0,2,0,0,0
0,0,264,0,0,0,12,0,0
0,0,213,0,0,0,53,0,31
0,0,176,0,0,2,158,0,40
0,0,108,0,211,0,0,0,6
0,0,125,0,134,0,0,0,1
0,0,35,0,284,0,0,0,10
0,0,15,186,0,0,0,0,13
3,0,48,198,0,0,0,0,0
0,0,23,248,0,0,0,0,7
0,0,26,230,0,0,4,0,0
0,0,85,139,0,0,129,0,0
0,0,31,218,0,0,0,0,0
0,0,16,155,0,0,10,5,0
0,0,22,191,0,0,14,18,0
0,0,42,219,0,0,3,3,0
0,0,45,211,0,0,3,0,0
0,0,51,175,0,0,0,0,0
0,0,50,188,0,0,3,0,0
28,0,0,0,0,0,0,0,224
7,26,0,0,0,0,0,0,226
0,1,0,0,0,0,0,72,102
0,0,0,0,0,0,0,304,24
0,0,0,0,0,1,0,134,16
0,0,0,0,160,1,0,85,0
0,0,0,0,182,1,0,96,0
0,0,0,0,113,4,0,124,0
0,0,0,251,0,0,0,5,0
1,0,0,159,0,0,0,3,14
0,0,0,123,0,0,0,63,0
0,0,0,279,0,0,15,0,0
5,0,0,153,0,0,39,0,3
0,0,0,251,0,0,4,0,14
0,0,0,190,0,0,4,28,0
0,0,0,305,0,0,1,5,0
0,0,0,199,0,0,14,16,0
0,0,0,212,0,6,0,0,0
24,0,0,180,0,31,0,0,0
0,0,0,257,0,21,0,0,0
0,0,0,167,80,0,0,0,0
0,0,0,134,52,0,0,0,0
0,0,0,130,121,0,23,0,1
0,0,0,165,138,0,14,0,0
0,0,0,151,60,0,0,0,0
0,0,0,129,156,0,3,0,0
5,5,282,0,0,0,0,0,18
0,0,215,0,0,2,0,0,25
0,0,201,0,0,0,0,0,92
0,0,239,0,0,0,96,0,0
0,0,228,0,0,0,22,0,0
0,7,307,0,0,0,36,0,0
0,0,28,0,166,0,0,17,2
0,0,40,0,149,0,0,31,61
0,0,71,0,189,0,0,24,13
0,0,26,0,153,0,9,11,7
0,0,61,0,208,0,8,49,2
0,2,142,0,139,0,3,10,11
6,1,91,204,0,0,0,0,0
0,1,10,219,0,0,0,0,0
0,0,10,197,0,0,0,0,0
0,0,32,205,0,0,0,15,0
0,0,28,161,0,0,0,0,0
0,0,42,162,0,0,0,3,0
0,0,30,209,0,0,2,0,0
0,0,1,180,0,0,4,0,0
0,0,53,265,0,0,1,0,0
0,0,47,184,0,0,0,9,0
0,0,33,204,0,0,0,16,2
0,0,34,201,0,0,0,4,0
0,0,39,147,0,0,5,0,0
0,0,11,181,0,0,2,0,0
0,0,1,217,0,0,1,0,0
0,0,3,277,0,1,6,0,3
0,0,56,162,0,0,4,0,0
0,0,0,248,0,0,12,0,0
0,0,41,161,0,0,0,16,12
0,0,21,140,0,0,0,8,1
0,0,15,193,0,0,0,3,2
0,0,2,72,67,0,0,0,0
0,0,5,120,98,0,0,0,0
1,0,34,117,97,0,0,0,0
0,0,1,128,108,0,20,0,2
0,0,18,78,136,0,2,0,0
0,0,4,124,142,0,0,0,0
0,0,0,85,73,0,0,4,0
0,0,3,186,235,0,0,12,0
0,0,12,126,108,0,1,1,0
0,0,0,157,86,0,0,0,0
0,0,3,147,64,0,0,2,0
0,0,13,132,120,0,0,13,4
0,0,16,162,114,0,9,0,0
0,0,8,166,142,0,0,0,0
0,0,1,160,66,0,13,0,0
0,0,13,142,130,0,1,0,0
0,0,31,115,102,0,0,0,4
0,0,18,84,98,0,0,0,0
