"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,193,0,24,0,20
0,0,0,0,207,0,7,0,21
0,0,0,0,281,0,44,0,14
0,0,0,156,107,0,1,0,0
0,0,0,172,119,1,3,0,0
0,0,0,99,144,0,9,0,0
0,0,254,0,0,0,12,0,0
0,0,169,0,0,0,87,0,0
0,0,231,0,0,0,55,0,0
0,0,83,125,0,0,0,0,0
0,0,47,243,0,0,1,0,0
0,0,22,182,0,0,3,0,0
0,33,0,0,0,209,0,0,0
0,42,0,0,0,204,0,0,0
0,42,0,0,0,141,0,0,0
0,14,0,0,0,0,109,212,0
0,0,0,0,0,4,118,180,0
0,0,0,0,0,1,107,133,0
0,0,0,0,183,0,167,0,0
0,0,0,0,223,0,56,0,0
0,0,0,260,0,0,81,26,0
0,0,0,270,0,0,0,2,0
0,0,0,178,0,1,4,15,0
0,0,276,0,0,0,0,0,0
0,0,239,0,0,0,0,0,0
0,0,239,0,0,17,0,0,0
0,0,25,184,0,0,0,20,1
0,0,22,189,0,0,0,6,3
0,1,12,174,0,1,0,8,1
0,0,40,226,0,0,1,0,0
0,0,64,163,0,0,16,0,0
0,0,37,197,0,0,0,0,0
183,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0
1,0,235,0,0,0,0,26,0
0,0,155,0,0,0,0,133,0
0,0,192,0,0,0,0,23,0
0,0,28,298,0,0,0,4,2
0,0,24,150,0,0,0,61,9
0,0,14,194,0,0,0,32,1
0,0,0,0,270,0,0,46,33
0,0,0,0,252,0,0,82,35
0,0,0,0,113,0,0,96,5
0,0,0,148,51,0,0,0,0
0,0,0,187,71,0,0,0,0
0,0,0,158,105,0,0,0,0
0,0,258,0,0,0,0,0,0
26,15,234,0,0,0,0,0,0
2,1,293,0,0,0,0,0,0
0,0,19,166,0,0,0,0,0
0,0,19,177,0,0,26,0,1
0,0,19,209,0,0,0,0,4
0,0,41,161,0,0,0,16,12
0,0,21,140,0,0,0,8,1
0,0,15,193,0,0,0,3,2
0,0,4,131,92,0,0,5,0
0,0,13,75,278,0,0,0,0
0,0,44,139,88,0,0,31,0
0,0,6,248,62,0,0,0,0
0,0,0,115,136,0,0,0,0
0,0,17,122,193,0,0,0,0
