"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,236,0,0,0,0
0,0,0,0,286,0,0,0,0
0,0,0,0,283,0,0,0,0
0,0,0,0,230,17,0,50,0
0,0,0,0,235,0,0,77,0
0,0,0,99,74,0,0,5,1
0,0,0,99,150,0,0,26,14
0,0,0,137,49,0,0,18,0
0,0,0,107,69,0,0,0,0
0,0,13,112,89,0,0,8,0
0,0,4,132,81,0,0,1,0
0,0,2,144,103,0,0,28,0
0,0,34,150,133,0,0,5,0
0,0,67,162,91,0,0,2,0
0,0,0,0,289,0,0,0,0
0,0,0,197,0,0,4,10,0
0,0,0,190,0,0,0,24,0
0,0,0,196,0,0,2,14,0
0,0,0,298,0,0,5,0,0
0,0,0,225,0,0,49,0,0
0,1,0,182,0,0,4,0,0
0,0,304,0,0,0,0,0,0
0,3,221,0,0,0,0,0,0
0,40,202,0,0,0,0,0,0
0,0,33,0,143,0,22,0,8
0,0,62,0,220,0,20,0,0
0,1,98,0,208,0,9,0,1
0,0,76,128,0,0,3,22,0
0,0,14,179,0,0,16,0,0
0,0,76,177,0,0,0,2,0
0,0,9,131,41,0,0,0,2
0,0,0,155,55,0,0,0,0
0,0,14,126,194,0,0,0,0
0,0,18,128,109,0,0,0,5
0,0,3,119,61,0,1,0,0
0,0,20,63,115,0,11,0,0
49,0,0,0,0,225,0,0,0
17,0,0,0,0,279,0,0,0
46,0,0,0,0,194,0,0,0
0,0,0,0,197,0,0,39,10
0,0,0,0,170,0,0,22,35
0,0,0,0,207,0,0,84,4
3,0,0,0,251,2,46,0,0
0,0,0,0,269,1,84,0,0
0,0,0,0,187,0,67,0,0
1,0,166,0,0,0,0,0,109
0,0,222,0,0,0,0,0,20
0,0,239,0,0,0,0,0,6
0,0,238,0,0,1,0,43,71
0,0,224,0,0,0,0,37,0
0,0,172,0,0,0,0,109,20
0,0,135,0,0,0,135,0,0
0,0,233,0,0,0,187,0,0
2,0,205,0,0,0,32,0,0
0,2,24,0,225,0,0,25,0
0,0,19,0,229,0,0,33,0
0,0,23,0,230,0,0,4,0
0,0,4,124,142,0,0,0,0
0,0,18,78,136,0,2,0,0
0,0,1,128,108,0,20,0,2
