"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,255,78.5
0,0,0,0,0,0,0,255,78.5
0,0,0,0,0,0,0,255,78.5
0,0,0,0,0,0,255,0,0
0,0,0,0,0,0,255,0,0
0,0,0,0,0,0,255,0,78.5
0,0,0,0,0,0,255,0,78.5
0,0,0,0,0,0,255,0,78.5
0,0,0,0,0,0,128,177.5,0
0,0,0,0,0,0,128,177.5,0
0,0,0,0,0,0,128,177.5,0
0,0,0,0,0,177.5,0,0,0
0,0,0,0,0,177.5,0,0,0
0,0,0,0,0,0,0,177.5,0
0,0,0,0,0,0,0,177.5,0
0,0,0,0,0,0,0,177.5,0
0,0,0,0,0,0,255,0,39
0,0,0,0,0,0,78.5,177.5,39
0,0,0,0,0,0,78.5,177.5,39
0,0,0,0,0,0,78.5,177.5,39
0,0,0,0,255,0,0,0,0
0,0,0,0,255,0,0,0,0
0,0,0,0,255,0,0,0,0
0,0,0,0,255,0,0,0,78.5
0,0,0,0,255,0,0,0,78.5
0,0,0,0,255,0,0,0,78.5
0,0,0,0,177.5,0,0,78.5,0
0,0,0,0,177.5,0,0,78.5,0
0,0,0,0,177.5,0,0,78.5,0
0,0,0,0,255,0,78.5,0,0
0,0,0,0,255,0,78.5,0,0
0,0,0,0,255,0,78.5,0,0
0,0,0,0,177.5,0,0,39,0
0,0,0,0,177.5,0,0,39,0
0,0,0,0,177.5,0,0,39,0
0,0,0,0,255,2.5,0,0,0
0,0,0,0,255,2.5,0,0,0
0,0,0,0,255,2.5,0,0,0
0,0,0,0,128,0,0,39,7.5
0,0,0,0,128,0,0,39,7.5
0,0,0,0,128,0,0,39,7.5
0,0,0,0,255,2.5,78.5,0,0
0,0,0,0,255,2.5,78.5,0,0
0,0,0,0,255,2.5,78.5,0,0
0,0,0,0,128,0,0,39,2.5
0,0,0,0,128,0,0,39,2.5
0,0,0,0,128,0,0,39,2.5
0,0,0,177.5,0,0,0,0,0
0,0,0,177.5,0,0,0,0,0
0,0,0,177.5,0,0,0,0,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,18,0,0
0,0,0,255,0,0,18,0,0
0,0,0,255,0,0,18,0,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,177.5,0,0,18,18,2.5
0,0,0,177.5,0,0,18,18,2.5
0,0,0,177.5,0,0,18,18,2.5
0,0,0,177.5,0,18,0,0,0
0,0,0,177.5,0,18,0,0,0
0,0,0,255,0,0,7.5,0,0
0,0,0,255,0,0,7.5,0,0
0,0,0,255,0,0,7.5,0,0
0,0,0,128,0,0,0,39,0
0,0,0,128,0,0,0,39,0
0,0,0,128,0,0,0,39,0
0,0,0,177.5,0,0,2.5,7.5,2.5
0,0,0,177.5,0,0,2.5,7.5,2.5
0,0,0,177.5,0,0,2.5,7.5,2.5
0,0,0,78.5,128,0,0,0,0
0,0,0,78.5,128,0,0,0,0
0,0,0,78.5,128,0,0,0,0
0,0,0,128,78.5,0,0,0,0
0,0,0,128,78.5,0,0,0,0
0,0,0,128,78.5,0,0,0,0
0,0,0,78.5,78.5,0,0,18,0
0,0,0,78.5,78.5,0,0,18,0
0,0,0,78.5,78.5,0,0,18,0
0,0,0,128,128,0,7.5,0,0
0,0,0,128,128,0,7.5,0,0
0,0,0,128,128,0,7.5,0,0
0,0,0,128,78.5,0,2.5,7.5,0
0,0,0,128,78.5,0,2.5,7.5,0
0,0,0,128,78.5,0,2.5,7.5,0
0,0,0,78.5,78.5,0,0,7.5,0
0,0,0,78.5,78.5,0,0,7.5,0
0,0,0,78.5,78.5,0,0,7.5,0
0,0,0,128,128,0,0,0,0
0,0,0,128,128,0,0,0,0
0,0,0,128,128,0,0,0,0
0,0,0,177.5,78.5,0,0,0,0
0,0,0,177.5,78.5,0,0,0,0
0,0,0,177.5,78.5,0,0,0,0
0,0,255,0,0,0,0,0,0
0,0,255,0,0,0,0,0,0
0,0,255,0,0,0,0,0,128
0,0,255,0,0,0,0,0,128
0,0,255,0,0,0,0,0,128
0,0,177.5,0,0,0,0,128,0
0,0,177.5,0,0,0,0,128,0
0,0,177.5,0,0,0,0,128,0
0,0,177.5,0,0,0,78.5,78.5,2.5
0,0,177.5,0,0,0,78.5,78.5,2.5
0,0,177.5,0,0,0,78.5,78.5,2.5
0,0,255,0,0,0,0,0,0
0,0,255,0,0,0,0,0,0
0,0,255,0,0,0,0,0,0
0,0,177.5,0,0,0,128,0,0
0,0,177.5,0,0,0,128,0,0
0,0,177.5,0,0,0,128,0,0
0,0,39,0,177.5,0,0,39,0
0,0,39,0,177.5,0,0,39,0
0,0,39,0,177.5,0,0,39,0
0,0,78.5,0,177.5,0,78.5,0,0
0,0,78.5,0,177.5,0,78.5,0,0
0,0,78.5,0,177.5,0,78.5,0,0
0,0,39,0,177.5,0,18,0,18
0,0,39,0,177.5,0,18,0,18
0,0,39,0,177.5,0,18,0,18
0,0,78.5,0,255,0,0,0,0
0,0,78.5,0,255,0,0,0,0
0,0,39,0,255,0,0,39,0
0,0,39,0,255,0,0,39,0
0,0,39,0,255,0,39,0,0
0,0,39,0,255,0,39,0,0
0,0,39,0,255,0,39,0,0
0,0,39,0,177.5,0,7.5,39,0
0,0,39,0,177.5,0,7.5,39,0
0,0,39,0,177.5,0,7.5,39,0
0,0,78.5,0,128,0,7.5,39,0
0,0,78.5,0,128,0,7.5,39,0
0,0,78.5,0,128,0,7.5,39,0
0,0,78.5,255,0,0,0,0,0
0,0,78.5,255,0,0,0,0,0
0,0,78.5,255,0,0,0,0,0
0,0,39,255,0,0,0,0,0
0,0,39,255,0,0,0,0,0
0,0,39,255,0,0,0,0,0
0,0,18,255,0,0,0,18,0
0,0,18,255,0,0,0,18,0
0,0,18,255,0,0,0,18,0
0,0,39,255,0,0,7.5,0,0
0,0,39,255,0,0,7.5,0,0
0,0,39,255,0,0,7.5,0,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,18,177.5,0,0,0,0,0
0,0,18,177.5,0,0,0,0,0
0,0,18,177.5,0,0,0,0,0
0,0,39,128,128,0,0,0,0
0,0,39,128,128,0,0,0,0
0,0,39,128,128,0,0,0,0
0,0,2.5,128,78.5,0,0,0,0
0,0,2.5,128,78.5,0,0,0,0
0,0,2.5,128,78.5,0,0,0,0
0,0,0,128,78.5,0,0,0,0
0,0,0,128,78.5,0,0,0,0
0,0,0,128,78.5,0,0,0,0
0,0,18,128,78.5,0,0,0,0
0,0,18,128,78.5,0,0,0,0
0,0,18,128,78.5,0,0,0,0
0,0,7.5,78.5,78.5,0,0,0,0
0,0,7.5,78.5,78.5,0,0,0,0
0,0,7.5,78.5,78.5,0,0,0,0
0,0,39,128,78.5,0,0,7.5,0
0,0,39,128,78.5,0,0,7.5,0
0,0,39,128,78.5,0,0,7.5,0
0,0,18,128,128,0,0,18,0
0,0,18,128,128,0,0,18,0
0,0,18,128,128,0,0,18,0
0,0,18,128,39,0,0,0,2.5
0,0,18,128,39,0,0,0,2.5
0,0,18,128,39,0,0,0,2.5
0,0,2.5,177.5,78.5,0,0,0,0
0,0,2.5,177.5,78.5,0,0,0,0
0,0,2.5,177.5,78.5,0,0,0,0
0,0,2.5,78.5,78.5,0,0,0,0
0,0,2.5,78.5,78.5,0,0,0,0
0,0,2.5,78.5,78.5,0,0,0,0
0,2.5,0,0,0,0,0,0,255
0,2.5,0,0,0,0,0,0,255
0,0,0,0,0,0,0,255,78.5
0,0,0,0,0,0,0,255,78.5
0,0,0,0,0,0,0,255,78.5
0,2.5,0,0,0,0,255,0,0
0,2.5,0,0,0,0,128,128,0
0,2.5,0,0,0,0,128,128,0
0,2.5,0,0,0,0,128,128,0
0,0,0,0,0,0,39,255,39
0,0,0,0,0,0,39,255,39
0,0,0,0,0,0,39,255,39
0,39,0,0,0,255,0,0,0
0,39,0,0,0,255,0,0,0
0,39,0,0,0,255,0,0,0
0,0,0,0,0,0,0,177.5,0
0,0,0,0,0,0,0,177.5,0
0,0,0,0,0,0,0,177.5,0
0,2.5,0,0,0,0,255,0,78.5
0,2.5,0,0,0,0,255,0,78.5
0,2.5,0,0,0,0,255,0,78.5
0,0,0,0,0,0,78.5,128,39
0,0,0,0,0,0,78.5,128,39
0,0,0,0,0,0,78.5,128,39
0,0,0,0,255,0,0,39,0
0,0,0,0,255,0,0,39,0
0,0,0,0,255,0,0,39,0
0,0,0,0,177.5,0,128,0,7.5
0,0,0,0,177.5,0,128,0,7.5
0,0,0,0,177.5,0,128,0,7.5
0,0,0,0,255,0,18,78.5,0
0,0,0,0,255,0,18,78.5,0
0,0,0,0,255,0,18,78.5,0
0,2.5,0,0,255,0,18,78.5,0
0,2.5,0,0,255,0,18,78.5,0
0,2.5,0,0,255,0,18,78.5,0
0,0,0,0,255,0,0,0,0
0,0,0,0,255,0,0,0,0
0,0,0,0,255,0,0,0,0
0,0,0,0,177.5,0,18,0,18
0,0,0,0,177.5,0,18,0,18
0,0,0,0,255,0,18,78.5,0
0,0,0,0,255,0,18,78.5,0
0,0,0,0,255,0,18,78.5,0
0,0,0,0,255,0,18,39,0
0,0,0,0,255,0,18,39,0
0,0,0,0,255,0,18,39,0
0,0,0,255,0,0,0,0,0
0,0,0,255,0,0,0,0,0
0,0,0,255,0,0,0,0,0
0,0,0,255,0,0,0,0,0
0,0,0,255,0,0,0,0,0
0,0,0,255,0,0,0,0,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,18,0,0
0,0,0,255,0,0,18,0,0
0,0,0,255,0,0,18,0,0
0,0,0,255,0,0,39,0,0
0,0,0,255,0,0,39,0,0
0,0,0,255,0,0,39,0,0
0,0,0,177.5,0,0,2.5,18,0
0,0,0,177.5,0,0,2.5,18,0
0,0,0,177.5,0,0,2.5,18,0
0,0,0,255,0,0,0,0,2.5
0,0,0,255,0,0,0,0,2.5
0,0,0,255,0,0,0,0,2.5
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,39,0
0,0,0,255,0,0,0,2.5,0
0,0,0,255,0,0,0,2.5,0
0,0,0,255,0,0,0,2.5,0
0,0,0,177.5,0,0,18,0,0
0,0,0,177.5,0,0,18,0,0
0,0,0,177.5,0,0,18,0,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,255,0,0,0,18,0
0,0,0,78.5,128,0,0,0,0
0,0,0,78.5,128,0,0,0,0
0,0,0,78.5,128,0,0,0,0
0,0,0,128,128,0,0,0,0
0,0,0,128,128,0,0,0,0
0,0,0,128,128,0,0,0,0
0,0,0,128,78.5,0,0,7.5,0
