"ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome"
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,250.5,0,36.5
0,0,0,0,250.5,0,0,75.5,0
0,0,0,0,250.5,0,0,75.5,0
0,0,0,0,250.5,0,0,75.5,0
0,0,0,0,250.5,0,36.5,0,36.5
0,0,0,0,250.5,0,36.5,0,36.5
0,0,0,0,250.5,0,36.5,0,36.5
0,0,0,0,122,0,0,36.5,6.5
0,0,0,0,122,0,0,36.5,6.5
0,0,0,0,122,0,0,36.5,6.5
0,0,0,0,169,6.5,0,75.5,0
0,0,0,0,169,6.5,0,75.5,0
0,0,0,0,169,6.5,0,75.5,0
0,0,0,250.5,0,0,0,6.5,2
0,0,0,250.5,0,0,0,6.5,2
0,0,0,250.5,0,0,0,6.5,2
0,0,0,169,75.5,0,0,0,0
0,0,0,169,75.5,0,0,0,0
0,0,0,169,75.5,0,0,0,0
0,0,0,169,122,0,2,0,0
0,0,0,169,122,0,2,0,0
0,0,0,169,122,0,2,0,0
0,0,169,0,0,0,0,75.5,16
0,0,169,0,0,0,0,75.5,16
0,0,169,0,0,0,0,75.5,16
0,0,169,0,0,0,6.5,75.5,2
0,0,169,0,0,0,6.5,75.5,2
0,0,169,0,0,0,6.5,75.5,2
0,0,75.5,0,169,0,6.5,0,0
0,0,75.5,0,169,0,6.5,0,0
0,0,75.5,0,169,0,6.5,0,0
0,0,36.5,0,169,0,16,36.5,0
0,0,36.5,0,169,0,16,36.5,0
0,0,36.5,0,169,0,16,36.5,0
0,0,75.5,0,122,0,16,36.5,6.5
0,0,75.5,0,122,0,16,36.5,6.5
0,0,75.5,0,122,0,16,36.5,6.5
0,0,36.5,250.5,0,0,0,0,0
0,0,36.5,250.5,0,0,0,0,0
0,0,36.5,250.5,0,0,0,0,0
0,0,16,250.5,0,0,0,16,0
0,0,16,250.5,0,0,0,16,0
0,0,16,250.5,0,0,0,16,0
0,0,16,250.5,0,0,0,16,0
0,0,16,250.5,0,0,0,16,0
0,0,16,250.5,0,0,0,16,0
0,0,36.5,250.5,0,0,6.5,0,0
0,0,36.5,250.5,0,0,6.5,0,0
0,0,36.5,250.5,0,0,6.5,0,0
0,0,75.5,169,0,0,0,6.5,0
0,0,75.5,169,0,0,0,6.5,0
0,0,75.5,169,0,0,0,6.5,0
0,0,2,75.5,122,0,0,0,0
0,0,2,75.5,122,0,0,0,0
0,0,2,75.5,122,0,0,0,0
0,0,6.5,75.5,75.5,0,0,6.5,0
0,0,6.5,75.5,75.5,0,0,6.5,0
0,0,6.5,75.5,75.5,0,0,6.5,0
0,0,6.5,122,169,0,0,0,0
0,0,6.5,122,169,0,0,0,0
0,0,6.5,122,169,0,0,0,0
0,0,36.5,169,122,0,0,6.5,0
0,0,36.5,169,122,0,0,6.5,0
0,0,36.5,169,122,0,0,6.5,0
0,0,0,0,0,0,0,169,0
0,0,0,0,0,0,0,169,0
0,0,0,0,0,0,0,169,0
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,122,250.5,0
0,0,0,0,0,0,122,250.5,0
0,0,0,0,0,0,122,250.5,0
0,0,0,0,250.5,0,0,0,36.5
0,0,0,0,250.5,0,0,0,36.5
0,0,0,0,250.5,0,0,0,36.5
0,0,0,0,250.5,0,0,36.5,6.5
0,0,0,0,250.5,0,0,36.5,6.5
0,0,0,0,250.5,0,0,36.5,6.5
0,0,0,0,250.5,0,0,75.5,0
0,0,0,0,250.5,0,0,75.5,0
0,0,0,0,250.5,0,0,75.5,0
0,0,0,250.5,0,0,0,0,0
0,0,0,250.5,0,0,0,0,0
0,0,0,250.5,0,0,0,0,0
0,0,0,250.5,0,0,0,6.5,0
0,0,0,250.5,0,0,0,6.5,0
0,0,0,250.5,0,0,0,6.5,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,75.5,122,0,0,0,0
0,0,0,75.5,122,0,0,0,0
0,0,0,75.5,122,0,0,0,0
0,0,0,122,122,0,0,0,0
0,0,0,122,122,0,0,0,0
0,0,0,122,122,0,0,0,0
0,0,0,122,75.5,0,36.5,0,0
0,0,0,122,75.5,0,36.5,0,0
0,0,0,122,75.5,0,36.5,0,0
0,0,0,122,75.5,0,36.5,0,2
0,0,0,122,75.5,0,36.5,0,2
0,0,0,122,75.5,0,36.5,0,2
0,0,250.5,0,0,0,75.5,0,0
0,0,250.5,0,0,0,75.5,0,0
0,0,250.5,0,0,0,75.5,0,0
0,0,250.5,0,0,0,75.5,75.5,0
0,0,250.5,0,0,0,75.5,75.5,0
0,0,250.5,0,0,0,75.5,75.5,0
0,0,122,0,0,0,0,75.5,16
0,0,122,0,0,0,0,75.5,16
0,0,122,0,0,0,0,75.5,16
0,0,250.5,0,0,0,75.5,0,0
0,0,250.5,0,0,0,75.5,0,0
0,0,250.5,0,0,0,75.5,0,0
0,0,6.5,169,0,0,6.5,16,0
0,0,6.5,169,0,0,6.5,16,0
0,0,6.5,169,0,0,6.5,16,0
0,0,36.5,250.5,0,0,0,0,0
0,0,36.5,250.5,0,0,0,0,0
0,0,36.5,250.5,0,0,0,0,0
0,0,6.5,122,75.5,0,0,0,0
0,0,6.5,122,75.5,0,0,0,0
0,0,6.5,122,75.5,0,0,0,0
0,0,16,122,122,0,6.5,0,0
0,0,16,122,122,0,6.5,0,0
0,0,16,122,122,0,6.5,0,0
0,0,6.5,122,122,0,0,6.5,0
0,0,6.5,122,122,0,0,6.5,0
0,0,6.5,122,122,0,0,6.5,0
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,75.5,122,0
0,0,0,0,0,0,75.5,122,0
0,0,0,0,0,0,75.5,122,0
0,0,0,0,0,0,75.5,122,16
0,0,0,0,0,0,75.5,122,16
0,0,0,0,0,0,75.5,122,16
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,0,0,0,250.5,36.5
0,0,0,0,250.5,0,0,75.5,0
0,0,0,0,250.5,0,0,75.5,0
0,0,0,250.5,0,0,0,0,6.5
0,0,0,250.5,0,0,0,0,6.5
0,0,0,250.5,0,0,16,0,0
0,0,0,250.5,0,0,16,0,0
0,0,0,250.5,0,0,16,0,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,250.5,0,0,0,16,0
0,0,0,169,0,0,2,16,0
0,0,0,169,0,0,2,16,0
0,0,0,169,0,0,2,16,0
0,0,0,122,75.5,0,0,0,16
0,0,0,122,75.5,0,0,0,16
0,0,0,122,75.5,0,0,0,16
0,0,0,122,75.5,0,0,16,0
0,0,0,122,75.5,0,0,16,0
0,0,0,122,75.5,0,0,16,0
0,0,0,75.5,122,0,0,0,16
0,0,0,75.5,122,0,0,0,16
0,0,0,75.5,122,0,0,0,16
0,0,0,169,75.5,0,0,16,0
0,0,0,169,75.5,0,0,16,0
0,0,0,169,75.5,0,0,16,0
0,0,250.5,0,0,0,0,36.5,16
0,0,250.5,0,0,0,0,36.5,16
0,0,250.5,0,0,0,0,36.5,16
0,0,75.5,0,250.5,0,0,0,0
0,0,75.5,0,250.5,0,0,0,0
0,0,75.5,0,250.5,0,0,0,0
0,0,122,0,250.5,0,0,0,6.5
0,0,122,0,250.5,0,0,0,6.5
0,0,122,0,250.5,0,0,0,6.5
0,0,36.5,0,250.5,0,0,36.5,0
0,0,36.5,0,250.5,0,0,36.5,0
0,0,36.5,0,250.5,0,0,36.5,0
0,0,16,0,250.5,0,16,0,0
0,0,16,0,250.5,0,16,0,0
0,0,16,0,250.5,0,16,0,0
0,0,16,0,250.5,0,0,36.5,0
0,0,16,0,250.5,0,0,36.5,0
0,0,16,0,250.5,0,0,36.5,0
0,0,36.5,0,169,0,0,0,0
0,0,36.5,0,169,0,0,0,0
0,0,36.5,0,169,0,0,0,0
0,0,75.5,0,250.5,0,16,0,0
0,0,75.5,0,250.5,0,16,0,0
0,0,75.5,0,250.5,0,16,0,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,0,169,122,0,0,0,0
0,0,0,169,122,0,0,0,0
0,0,0,169,122,0,0,0,0
0,0,6.5,169,122,0,0,16,0
0,0,6.5,169,122,0,0,16,0
0,0,6.5,169,122,0,0,16,0
0,16,0,0,250.5,0,0,0,0
0,16,0,0,250.5,0,0,0,0
2,0,0,0,169,0,0,36.5,0
0,0,0,0,250.5,0,0,75.5,6.5
0,0,0,0,250.5,0,0,75.5,6.5
0,0,0,0,250.5,0,0,75.5,6.5
0,0,0,0,250.5,0,0,75.5,36.5
0,0,0,0,250.5,0,0,75.5,36.5
0,0,0,0,250.5,0,0,75.5,36.5
0,0,0,0,250.5,0,16,0,0
0,0,0,0,250.5,0,16,0,0
0,0,0,0,250.5,0,16,0,0
0,0,0,250.5,0,36.5,0,0,0
0,0,0,250.5,0,36.5,0,0,0
0,0,0,250.5,0,36.5,0,0,0
0,0,0,169,0,0,2,16,0
0,0,0,169,0,0,2,16,0
0,0,0,169,0,0,2,16,0
0,0,0,169,75.5,0,0,16,0
0,0,0,169,75.5,0,0,16,0
0,0,0,169,75.5,0,0,16,0
0,0,0,169,75.5,0,0,0,0
0,0,0,169,75.5,0,0,0,0
0,0,0,169,75.5,0,0,0,0
0,0,250.5,0,0,0,0,0,36.5
0,0,250.5,0,0,0,0,0,36.5
0,0,250.5,0,0,0,0,0,36.5
0,0,36.5,0,250.5,0,0,36.5,0
0,0,36.5,0,250.5,0,0,36.5,0
0,0,36.5,0,169,0,0,6.5,0
0,0,36.5,0,169,0,0,6.5,0
0,0,36.5,0,169,0,0,6.5,0
0,0,16,169,0,0,0,0,0
0,0,16,169,0,0,0,0,0
0,0,16,169,0,0,0,0,0
0,0,36.5,250.5,0,0,0,16,0
0,0,36.5,250.5,0,0,0,16,0
0,0,36.5,250.5,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,16,0
0,0,16,169,0,0,0,6.5,0
0,0,16,169,0,0,0,6.5,0
0,0,16,169,0,0,0,6.5,0
0,0,0,122,122,0,0,0,0
0,0,0,122,122,0,0,0,0
0,0,0,122,122,0,0,0,0
0,0,16,122,122,0,0,0,0
0,0,16,122,122,0,0,0,0
0,0,16,122,122,0,0,0,0
