"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0.330134710934452,0,0,0,0,0,0,0,0,0,0
0,8.03819591160665,0,0,0,0,0,0,0,0,0
0.379627546857657,1.0070229560069,0,0,0,0,0,0,0,0,0
0,0,0.00182753768938048,0,0,0,0,0,0,0,0
0,0,0,0.0351634564796055,0,0,0,0,0,0,0
1.01483914570773,0,0,0.0810052333431611,0,0,0,0,0,0,0
0,0,1.0070229560069,1.01483914570773,0,0,0,0,0,0,0
0,0,0,0,0.379627546857657,0,0,0,0,0,0
0,0.0810052333431611,0.330134710934452,0,0.0351634564796055,0,0,0,0,0,0
0,0,0,0,0,0.330134710934452,0,0,0,0,0
0,0.00182753768938048,0.379627546857657,0,0,0.647029330562902,0,0,0,0,0
0,0.00544765606422173,0.0351634564796055,0.0991547459126609,0.00182753768938048,0.379627546857657,0,0,0,0,0
0,0,0,0,0,0,0.0991547459126609,0,0,0,0
0.379627546857657,0,0,0,0,0,0.330134710934452,0,0,0,0
0.0351634564796055,0.0991547459126609,0,0.379627546857657,0,0,0.647029330562902,0,0,0,0
0,0.330134710934452,0,0,0.0991547459126609,0,0.379627546857657,0,0,0,0
1.01483914570773,0.647029330562902,0,0,0.330134710934452,0,0.0351634564796055,0,0,0,0
0,0,1.0070229560069,1.01483914570773,0.647029330562902,0,0.0810052333431611,0,0,0,0
0,0,0,0,0,1.0070229560069,1.01483914570773,0,0,0,0
0,0.0810052333431611,0,0,0,0.0991547459126609,0.00182753768938048,0,0,0,0
1.0070229560069,1.01483914570773,0,0,0,0.330134710934452,0.00544765606422173,0,0,0,0
0,0.00182753768938048,0.379627546857657,1.0070229560069,1.01483914570773,0.647029330562902,8.03819591160665,0,0,0,0
0,0,0,0,0,0,0,1.01483914570773,0,0,0
0,0,0,0.330134710934452,0,0,0,0.00182753768938048,0,0,0
0,0,1.01483914570773,0.647029330562902,0,0,0,0.00544765606422173,0,0,0
0,0,0,0,1.0070229560069,0,0,8.03819591160665,0,0,0
0.0810052333431611,0,0,0,0,0.00182753768938048,0,1.0070229560069,0,0,0
1.01483914570773,0.647029330562902,0,0,0.330134710934452,0.00544765606422173,0,0.0991547459126609,0,0,0
0.00182753768938048,0.379627546857657,0,1.01483914570773,0.647029330562902,8.03819591160665,0,0.330134710934452,0,0,0
0.00544765606422173,0,0,0.00182753768938048,0,0,1.01483914570773,0.647029330562902,0,0,0
0,0.0810052333431611,0.330134710934452,0,0.0351634564796055,0,0.00182753768938048,0.379627546857657,0,0,0
1.0070229560069,1.01483914570773,0,8.03819591160665,0.0810052333431611,0,0.00544765606422173,0.0351634564796055,0,0,0
0,0,0,1.0070229560069,0,0.647029330562902,8.03819591160665,0.0810052333431611,0,0,0
0,0,0,0,0.00182753768938048,0.379627546857657,1.0070229560069,1.01483914570773,0,0,0
0,8.03819591160665,0,0,0.00544765606422173,0.0351634564796055,0.0991547459126609,0.00182753768938048,0,0,0
0.379627546857657,0,0,0.647029330562902,8.03819591160665,0.0810052333431611,0.330134710934452,0.00544765606422173,0,0,0
0,0,0,0,0,0,0,0,0.0810052333431611,0,0
0.0810052333431611,0,0,0,0,0,0,0,1.01483914570773,0,0
1.01483914570773,0,0,0.0810052333431611,0,0,0,0,0.00182753768938048,0,0
0.00182753768938048,0.379627546857657,0,0,0.647029330562902,0,0,0,0.00544765606422173,0,0
0,0,0,0.00182753768938048,0.379627546857657,0,0,0,8.03819591160665,0,0
8.03819591160665,0,0.330134710934452,0,0,0.0991547459126609,0,0,1.0070229560069,0,0
