"Bar.action","undLac.action","uncLac.action","Oth.action","Bla.action","undMol.action","Akk.action","Cop.action","Clodif.action","Ent.action","undEnt.action"
0.195551565361541,0.133947500724064,0,7.19512075212046,0,0,0,0,0,0,0
0,0,0.133947500724064,0,0,0,0,0,0,0,0
0,0.633767059647144,0,0.133947500724064,1.1894954419423,0,0,0,0,0,0
0,0.53495251138703,0.633767059647144,0,0,1.1894954419423,7.19512075212046,0,0,0,0
0,0.0233021740738197,0.53495251138703,0,0,0.133947500724064,1.1894954419423,0,0,0,0
0,0.0250967090538612,0,0.53495251138703,0,0,0,1.1894954419423,7.19512075212046,0,0
0,0,0,0.0233021740738197,0,0.633767059647144,0,0.133947500724064,1.1894954419423,0,0
0,0,0.727821492822026,0.0250967090538612,0,0,0.633767059647144,0.195551565361541,0.133947500724064,0,0
0,0,0,0,0.0250967090538612,0,0,0,0,0.133947500724064,0
1.1894954419423,0,0,0,0,0.0250967090538612,0,0,0,0.195551565361541,0
0,1.1894954419423,7.19512075212046,0,0,0,0.0250967090538612,0,0,0.633767059647144,0
0,0,0,7.19512075212046,0,0,0.727821492822026,0,0,0.53495251138703,0
0.633767059647144,0,0,0,0,0,0,0,0.0250967090538612,0.0233021740738197,0
0.53495251138703,0.633767059647144,0,0,1.1894954419423,0,0,0,0.727821492822026,0.0250967090538612,0
0,0,0.633767059647144,0,0,0,7.19512075212046,0,0,0.727821492822026,0
0.0250967090538612,0,0,0.633767059647144,0,0,1.1894954419423,7.19512075212046,0,0,0
0.727821492822026,0,0,0,0,0.195551565361541,0,1.1894954419423,0,0,0
0,0.727821492822026,0.0250967090538612,0.0233021740738197,0,0.633767059647144,0.195551565361541,0.133947500724064,0,0,0
0,0,0.727821492822026,0.0250967090538612,0.0233021740738197,0,0,0,0.133947500724064,0,7.19512075212046
0,0,0,0,0.0250967090538612,0.0233021740738197,0,0,0.195551565361541,0,1.1894954419423
0,0,0,0,0.727821492822026,0.0250967090538612,0.0233021740738197,0.53495251138703,0.633767059647144,0,0.133947500724064
0,0,0,0,0,0,0,0,0,0.633767059647144,0.195551565361541
0,0.133947500724064,0,7.19512075212046,0,0,0,0,0,0.53495251138703,0.633767059647144
0.633767059647144,0.195551565361541,0,0,7.19512075212046,0,0,0,0,0.0233021740738197,0.53495251138703
0,0.633767059647144,0,0.133947500724064,0,0,0,0,0,0.0250967090538612,0.0233021740738197
0,0,0.633767059647144,0.195551565361541,0.133947500724064,0,7.19512075212046,0,0,0.727821492822026,0.0250967090538612
0.0250967090538612,0.0233021740738197,0,0,0,0,0,0,0,0,0.727821492822026
0,0,0.0233021740738197,0.53495251138703,0,0.195551565361541,0,0,7.19512075212046,0,0
0,0,0.0250967090538612,0.0233021740738197,0,0,0.195551565361541,0,1.1894954419423,7.19512075212046,0
0,0,0.727821492822026,0,0.0233021740738197,0.53495251138703,0.633767059647144,0,0.133947500724064,1.1894954419423,7.19512075212046
7.19512075212046,0,0,0,0,0,0.53495251138703,0.633767059647144,0.195551565361541,0.133947500724064,1.1894954419423
1.1894954419423,7.19512075212046,0,0,0.727821492822026,0,0.0233021740738197,0.53495251138703,0.633767059647144,0.195551565361541,0.133947500724064
