"Bar.action.outcome","undLac.action.outcome","uncLac.action.outcome","Oth.action.outcome","Bla.action.outcome","undMol.action.outcome","Akk.action.outcome","Cop.action.outcome","Clodif.action.outcome","Ent.action.outcome","undEnt.action.outcome"
0.903333333333333,0.896000000000002,1,0.898666666666663,0.897000000000014,1.16019249389898,0.900333333333329,0.900999999999997,2.08751816278367,1.00857667515952,0.190905017308438
0.903333333333329,0.895999999999993,1,0.898666666666667,0.896999999999983,1.21844270337892,0.90033333333333,0.901,0,0,2.12958476814719
0.903333333333333,0.896000000000002,1,0.898666666666663,0.897000000000014,1.160192493899,0.900333333333329,0.900999999999997,2.08751816278367,1.00857667515953,0.190905017308494
0.903333333333333,0.896000000000002,1,0.898666666666663,0.897000000000014,1.160192493899,0.900333333333329,0.900999999999997,2.08751816278367,1.00857667515953,0.190905017308489
0.903333333333329,0.895999999999993,1,0.898666666666665,0.896999999999983,0,0.900333333333329,0.900999999999998,0,1.99072153698403,5.47416811690606
0.903333333333333,0.896,1,0.898666666666663,0.896999999999983,1.160192493899,0.900333333333329,0.900999999999997,2.08751816278367,1.00857667515953,0.190905017308495
0.903333333333334,0.895999999999996,1,0.898666666666663,0.897000000000019,1.160192493899,0.900333333333329,0.900999999999997,2.08751816278367,1.00857667515953,0.190905017308492
0.903333333333334,0.895999999999993,1.00000000000001,0.898666666666663,0.89699999999999,1.160192493899,0.900333333333329,0.900999999999997,2.08751816278367,1.00857667515953,0.190905017308489
0.903333333333329,0.896,1,0.898666666666663,0.897000000000014,1.160192493899,0.900333333333331,0.900999999999997,2.08751816278367,1.00857667515953,0.19090501730849
0.903333333333333,0.896,1,0.898666666666663,0.89700000000001,1.160192493899,0.900333333333329,0.900999999999997,2.08751816278368,1.00857667515953,0.19090501730849
