"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0,0,0,0,0,0,0,0,0,0,0
0,0,3.50423145050187,0,0,0,0,0,0,0,0
3.75682052932352,6.48196802788038,0,0,0,0,0,0,0,0,0
0,0,0,0.596733784094662,0.812090348471047,0,0,0,0,0,0
1.77197478912205e-10,0,0,0,1.43148872818424,1.16837944073904,0,0,0,0,0
0,2.83467550777227,0,0,0.251670587576612,0,0,0,0,0,0
0,0,0,0.596733784095816,0.812090348469859,0,7.42517158869305e-13,0,0,0,0
0,0,0,0,0,1.10575778931076,0.0204031146276642,0,0,0,0
0,0,0,0,0,0,0,0.190781005792038,0,0,0
1.16965645329841,0,0,0,0.644784752051939,0,0,0.167546502261194,0,0,0
0,0,2.99696410222578,0,0,1.21031457190055,0,3.35564909192954e-14,0,0,0
0,0,0,0.723289691988124,0,1.49046283171876,0,3.31679128606766e-15,0,0,0
0,0,0,0,1.299354302633,1.25581082881637,0,0.231339510701667,0,0,0
0,0,3.50423145050186,0,0,0,0,4.40203429263875e-14,0,0,0
0,0.26677952253549,8.60467253005481e-12,0,0,0,0,0,8.46750955151001,0,0
0,0,0,0,0,0,0,0,7.02609163453786,0,0
0,0.266779522538188,0,9.19403442267708e-16,0,0,0,0,8.46750955152458,0,0
0,0,0,0,0,2.13115877520001,0,0,13.3203954142468,0,0
0,0,0,0,0,0,0,0,7.02609163453786,0,0
0,0,0,0,0,0,0,0,7.02609163453786,0,0
0,0,0,0,0.603895797632031,1.22644338659079,0,0,0,1.82893086786095,0
0,0,0,0.505288156051747,0,0,0.175548649805628,0,0,1.58609725893591,0
0,0,0,0,0,0,0,0,11.8048431119119,2.39560478367277,0
0,0,0,0,0,0,0,0,11.8048431119123,2.39560478367279,0
0,0,3.50423145050187,0,0,0,0,0,0,0,4.71844785465692e-16
0,3.06280969210226,0,0.0798386201737917,0,0,0,0,0,0,3.33066907387547e-16
0,0,3.50450545882355,0.06068636673415,0,0,0,0,0,0,0
0,0,0,0,0,1.11922845767565,0,0,0,0,0.0716244671035018
0,0,0,0,1.49551966679561,1.20484809499335,0,0,0,0,0.426721328163278
0,0,0,0.587675649665691,0,0,0,0.0352206176399188,0,0,0.21116096804831
0,0,0,0,0,0,0,0,10.5867691311643,0,0.63127481591961
0,0,0,0,0,0,0,0,10.5867691311643,0,0.631274815919611
