"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","abundance_mae_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"rf","low-2",10,233,0.0463417126507255,0.0369047619047619,0.4,0.5,4.26338604674058,-0.586535506996568,4.03773492931106,0.637588047659709
2,"rf","low-2",10,233,0.043480482321684,0.0261904761904762,0.6,0.5,4.27511113043945,-0.607395227471366,4.19724622092955,-0.620586267020803
3,"rf","low-2",10,233,0.0441446965052115,0.0226190476190476,0.7,0.5,4.28001568213456,-0.917132536281603,4.16605931617513,-0.136846027691281
4,"rf","low-2",10,233,0.0455753116697323,0.0238095238095238,0.6,0.5,4.27600256701874,-0.500358839006191,4.25858540985472,0.136846027691281
5,"rf","low-2",10,233,0.045677498467198,0.0205357142857143,0.7,0.5,4.26262206014147,-0.656752435795699,4.45419901587141,-0.491420434197578
6,"rf","low-2",10,233,0.0459329654608625,0.0261904761904762,0.5,0.5,4.25725992417576,-0.701973082110649,4.16605931617513,-0.136846027691281
7,"rf","low-2",10,233,0.0430438892295115,0.0130952380952381,0.7,0.5,4.25754613467377,-0.576282157762491,4.47575090498109,-1.28072245236819
8,"rf","low-2",10,233,0.0453198446760679,0.0226190476190476,0.7,0.5,4.26041728415944,-0.810077268614266,4.16605931617513,-0.136846027691281
9,"rf","low-2",10,233,0.0452176578786021,0.0226190476190476,0.7,0.5,4.25513574508596,-0.524836136114399,4.19724622092955,-0.620586267020803
10,"rf","low-2",10,233,0.0428162681381565,0.019047619047619,0.6,0.5,4.27481066816836,-0.582453607444546,4.19724622092955,-0.620586267020803
1,"naive","low-2",10,233,0.0456515789833773,0.0466666666666667,0.9,0.5,4.27017997080536,-0.606479627196962,4.21821867608422,NA
2,"naive","low-2",10,233,0.0448905110129299,0.0461904761904762,0.6,0.5,4.30199679046679,-0.473017467143336,4.11508703190753,0.258304725836944
3,"naive","low-2",10,233,0.0454690549431657,0.0454761904761905,0.8,0.5,4.28972859563842,-0.707542111480303,4.19724622092955,-0.620586267020803
4,"naive","low-2",10,233,0.0457599496170846,0.0445238095238095,0.7,0.5,4.27228953416597,-0.65227807195026,4.19724622092955,-0.620586267020803
5,"naive","low-2",10,233,0.0462360436078869,0.0433333333333333,0.8,0.5,4.25140992371964,-0.795016805148686,4.3322897140694,-0.88465789109264
6,"naive","low-2",10,233,0.0458125780106292,0.0478571428571429,0.8,0.5,4.26536901948469,-0.615052570054487,4.19724622092955,-0.620586267020803
7,"naive","low-2",10,233,0.0459214836996708,0.0411904761904762,0.8,0.5,4.2540997157386,-0.625152058521111,4.3322897140694,-0.88465789109264
8,"naive","low-2",10,233,0.0453994451213041,0.0430952380952381,0.6,0.5,4.27873093566386,-0.570773631508921,4.11508703190753,0.258304725836944
9,"naive","low-2",10,233,0.0455894336220001,0.0471428571428571,0.8,0.5,4.26726894848119,-0.590851465130281,4.2134492090493,-1.43012092037657
10,"naive","low-2",10,233,0.0460404589546773,0.0476190476190476,1,0.5,4.27245195272405,-0.818387839509427,4.21821867608422,NA
1,"rf","low-3",10,233,0.046137339055794,0.0297619047619048,0.6,0.5,4.26405610667213,-0.742560783993628,4.11508703190753,0.258304725836944
2,"rf","low-3",10,233,0.045268751277335,0.019047619047619,0.8,0.5,4.26187961877479,-0.535176610243865,4.19724622092955,-0.620586267020803
3,"rf","low-3",10,233,0.0459329654608625,0.0226190476190476,0.7,0.5,4.26856682669689,-0.697507267946354,4.19724622092955,-0.620586267020803
4,"rf","low-3",10,233,0.0469037400367872,0.0476190476190476,1,0.5,4.26459032484037,-0.795707913534808,4.21821867608422,NA
5,"rf","low-3",10,233,0.0420498671571633,0.0226190476190476,0.7,0.5,4.2719079842058,-0.699370993478238,4.16605931617513,-0.136846027691281
6,"rf","low-3",10,233,0.0456509298998569,0.019047619047619,0.6,0.5,4.26539633960354,-0.651055914227702,4.19724622092955,-0.620586267020803
7,"rf","low-3",10,233,0.0450132842836705,0.012797619047619,0.8,0.5,4.26172770615751,-0.659066849448175,4.2134492090493,-1.43012092037657
8,"rf","low-3",10,233,0.0422095340282036,0.0130952380952381,0.8,0.5,4.27085202550315,-0.414978629135083,4.47575090498109,-1.28072245236819
9,"rf","low-3",10,233,0.0469165133864705,0.0360119047619048,0.3,0.5,4.23187478265249,-0.586875561555647,3.92478342633587,1.04815686445303
10,"rf","low-3",10,233,0.0445534436950746,0.0226190476190476,0.8,0.5,4.26452007055048,-0.382559131942466,4.19724622092955,-0.620586267020803
1,"naive","low-3",10,233,0.0456575873916403,0.0447619047619048,0.6,0.5,4.27563364349129,-0.580896144806173,4.16605931617513,-0.136846027691281
2,"naive","low-3",10,233,0.0460555633036246,0.0471428571428571,0.9,0.5,4.26207989094118,-0.85266300934011,4.21821867608422,NA
3,"naive","low-3",10,233,0.046056668499889,0.0442857142857143,0.8,0.5,4.26448721668881,-0.929901744127393,4.19724622092955,-0.620586267020803
4,"naive","low-3",10,233,0.0457402490551011,0.0485714285714286,0.9,0.5,4.28048562940729,-0.748731508566146,4.2134492090493,-1.43012092037657
5,"naive","low-3",10,233,0.0459008533694013,0.040952380952381,0.7,0.5,4.27935767584561,-0.879654434787072,4.45419901587141,-0.491420434197578
6,"naive","low-3",10,233,0.0457493274529875,0.0385714285714286,1,0.5,4.27186589495748,-0.683323058445784,4.79150051073627,NA
7,"naive","low-3",10,233,0.0455229639609532,0.045952380952381,0.5,0.5,4.27530067055222,-0.622892878917518,4.11508703190753,0.258304725836944
8,"naive","low-3",10,233,0.0460761585482984,0.0473809523809524,0.7,0.5,4.2599776200457,-0.761809517004275,4.19724622092955,-0.620586267020803
9,"naive","low-3",10,233,0.0454044799042865,0.0485714285714286,1,0.5,4.28675394570011,-0.616567716425582,4.21821867608422,NA
10,"naive","low-3",10,233,0.0458569349749884,0.0404761904761905,0.7,0.5,4.25021575750915,-0.550541872186349,4.48200598716005,NA
1,"rf","mixed",10,233,0.0450643776824034,0.0119047619047619,0.9,0.5,4.28848512808379,-0.563339937955244,4.62849303892398,-2.07407407407407
2,"rf","mixed",10,233,0.0439786429593297,0.0168154761904762,0.9,0.5,4.30695789230496,-0.599781021320397,4.47575090498109,-1.28072245236819
3,"rf","mixed",10,233,0.0433591354996934,0.0168154761904762,0.8,0.5,4.28780265798151,-0.637535340558951,4.47575090498109,-1.28072245236819
4,"rf","mixed",10,233,0.0444768035969753,0.0205357142857143,0.6,0.5,4.2599078779811,-0.635829816148963,4.2134492090493,-1.43012092037657
5,"rf","mixed",10,233,0.044808910688739,0.0261904761904762,0.6,0.5,4.26867289743417,-0.735261630584894,4.11508703190753,0.258304725836944
6,"rf","mixed",10,233,0.0462906192519926,0.0226190476190476,0.6,0.5,4.26844483203819,-0.66771378733621,4.19724622092955,-0.620586267020803
7,"rf","mixed",10,233,0.0433272021254854,0.0205357142857143,0.7,0.5,4.23557682035126,-0.541182045964207,4.2134492090493,-1.43012092037657
8,"rf","mixed",10,233,0.0464949928469242,0.0261904761904762,0.5,0.5,4.24550501002844,-0.670196389489192,4.34162342967083,0.420676352480908
