"replicate_index","method","experimental_design","num_train","num_test","abundance_mae_mean_test","abundance_mae_mean_train","num_losses_mean","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean","abundance_final_skewness_nonzero_mean"
1,"glv_rf","low-2",10,101,249417318853.762,0.221426380987536,0.3,0.0955821742424409,1.97385358395516,0.117854623298579,2.27356490275361,0.020012531916986
2,"glv_rf","low-2",10,101,0.222886460115478,0.209331635214858,0.25,0.0960146387042893,1.9708437642069,0.105226396714728,2.11684675182054,0.10384006492009
4,"glv_rf","low-2",10,101,0.202058647870787,0.184970150306635,0.05,0.0952697463312424,1.9493559763873,0.0670426285488607,2.21011543009851,0.176084309628507
5,"glv_rf","low-2",10,101,0.216418312056446,0.195667503102032,0.15,0.0950940763209072,1.94129632460764,0.0417928672572421,2.22159892259416,0.216057591049339
6,"glv_rf","low-2",10,101,0.231431440213594,0.197281097436468,0.2,0.096897007724725,1.95979438947461,0.0790808976088199,2.14061682086529,0.377758467997721
7,"glv_rf","low-2",10,101,0.235422357965977,0.198352219206549,0.2,0.0926086702658556,1.93380875526922,0.0788306642675136,2.18771029921276,-0.15066689352886
8,"glv_rf","low-2",10,101,0.223906187166752,0.213113704995103,0.2,0.09790858808575,1.94170227232978,0.0534095689716855,2.53763698305387,0.473430047873443
9,"glv_rf","low-2",10,101,0.207346474166084,0.184476422429081,0.15,0.096454237012987,1.94021038050225,0.0415826891886844,2.39963141131102,-0.128384294008563
10,"glv_rf","low-2",10,101,0.190182611868322,0.170966338437609,0.2,0.0950940763209072,1.95075685561893,0.0942903551222123,2.43105664597328,-0.423356737149288
1,"rf","low-2",10,101,0.0150086910537336,0.00234258112713357,0.3,0.0959717653276659,1.94041896914657,-0.000511362986461764,2.04912294839067,0.408622886800992
2,"rf","low-2",10,101,0.0130728585303051,0.00127162060732225,0,0.0950940763209072,1.95369380074842,0.094312975701319,2.58759448765573,0.594434344669132
3,"rf","low-2",10,101,0.0114279428540295,0.00118357957190873,0.3,0.0973832543859333,1.94829863834922,0.0345989908876677,2.60711695867096,0.432232070572291
4,"rf","low-2",10,101,0.0121746256897195,0.00148305745708739,0.2,0.0966811452031134,1.92873727741012,0.0702413176416189,2.06010709711793,-0.215531182422981
