"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thin","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32776
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thin","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8208
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1056
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262176
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2304
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5120
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33792
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"thick","25",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132096
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12288
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73728
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"thick","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1179648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"thick","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1310720
