"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4097
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32769
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131073
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524289
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4098
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16386
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32770
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thin","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262146
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thin","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524292
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1032
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4104
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131080
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thin","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048584
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4112
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524304
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2080
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131104
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262176
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thin","19",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,524320
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thick","25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048608
