"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131073
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262145
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524289
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048577
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32770
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65538
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1028
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thin","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16388
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262148
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thin","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524292
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thin","25",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4104
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thin","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32776
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thin","25",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,65544
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thin","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131080
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4112
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thin","19",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,16400
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048592
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,288
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,544
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1056
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,320
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1088
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,8256
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65600
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131136
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262208
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524352
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524416
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"thick","25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1048704
