"MelS.action","Hyd.action","SimA.action","Vir.action","Stv.action","Merc.action","Trop.action","Ins.action","Wplus.action","Eqx.action","Paul.action","Neb.action","Zap.action","Fun.action","Psd.action","Ser.action","WW.action","Pro.action","Eug.action","Bir.action","Pallid.action","food.initial","temperature.initial","MelS.outcome","Hyd.outcome","SimA.outcome","Vir.outcome","Stv.outcome","Merc.outcome","Trop.outcome","Ins.outcome","Wplus.outcome","Eqx.outcome","Paul.outcome","Neb.outcome","Zap.outcome","Fun.outcome","Psd.outcome","Ser.outcome","WW.outcome","Pro.outcome","Eug.outcome","Bir.outcome","Pallid.outcome","state_idx"
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thick","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thick","19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8193
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32770
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262146
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524290
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"thin","25",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048578
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thin","25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thin","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8196
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thin","19",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,16388
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thin","19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65540
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,264
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1032
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thin","19",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thin","25",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,65544
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thin","25",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,262152
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8208
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16400
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thick","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65552
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thin","19",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262160
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"thin","19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32800
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"thin","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131104
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","25",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262176
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,192
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,320
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2112
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65600
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"thick","19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524352
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1152
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4224
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"thick","25",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"thick","19",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32896
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"thick","19",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,262272
