"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,0,0,252
0,0,0,0,0,0,0,252,0
0,0,0,0,0,0,0,252,0
0,0,0,0,0,0,0,252,0
0,0,0,0,0,0,0,252,18
0,0,0,0,0,0,0,252,18
0,0,0,0,0,0,0,252,18
0,0,0,0,0,0,252,0,0
0,0,0,0,0,0,252,0,0
0,0,0,0,0,0,252,0,76.25
0,0,0,0,0,0,252,0,76.25
0,0,0,0,0,0,252,0,76.25
0,0,0,0,0,0,124.75,173,0
0,0,0,0,0,0,124.75,173,0
0,0,0,0,0,0,124.75,173,0
0,0,0,0,0,0,173,124.75,38.5
0,0,0,0,0,0,173,124.75,38.5
0,0,0,0,0,0,173,124.75,38.5
0,0,0,0,0,173,0,0,0
0,0,0,0,0,173,0,0,0
0,0,0,0,0,76.25,0,0,252
0,0,0,0,0,76.25,0,0,252
0,0,0,0,0,0,0,173,0
0,0,0,0,0,0,0,173,0
0,0,0,0,0,0,0,173,0
0,0,0,0,0,0,0,252,18
0,0,0,0,0,0,0,252,18
0,0,0,0,0,0,0,252,18
0,0,0,0,0,2.5,252,0,0
0,0,0,0,0,0,76.25,173,38.5
0,0,0,0,0,0,76.25,173,38.5
0,0,0,0,0,0,76.25,173,38.5
0,0,0,0,252,0,0,0,0
0,0,0,0,252,0,0,0,0
0,0,0,0,252,0,0,0,0
0,0,0,0,173,0,0,76.25,0
0,0,0,0,173,0,0,76.25,0
0,0,0,0,173,0,0,76.25,0
0,0,0,0,173,0,0,76.25,18
0,0,0,0,173,0,0,76.25,18
0,0,0,0,173,0,0,76.25,18
0,0,0,0,252,0,76.25,0,0
0,0,0,0,252,0,76.25,0,0
0,0,0,0,252,0,76.25,0,0
0,0,0,0,173,0,0,76.25,2.5
0,0,0,0,173,0,0,76.25,2.5
0,0,0,0,173,0,0,76.25,2.5
0,0,0,0,252,0,0,0,38.5
0,0,0,0,252,0,0,0,38.5
0,0,0,0,124.75,0,0,38.5,2.5
0,0,0,0,124.75,0,0,38.5,2.5
0,0,0,0,124.75,0,0,38.5,2.5
0,0,0,0,252,2.5,76.25,0,0
0,0,0,0,252,2.5,76.25,0,0
0,0,0,0,252,2.5,76.25,0,0
0,0,0,0,124.75,0,0,38.5,2.5
0,0,0,0,124.75,0,0,38.5,2.5
0,0,0,0,124.75,0,0,38.5,2.5
0,0,0,252,0,0,0,0,0
0,0,0,252,0,0,0,0,0
0,0,0,252,0,0,0,0,0
