"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,0,254.625,0
0,0,0,0,0,0,0,254.625,0
0,0,0,0,0,0,0,254.625,0
0,0,0,0,0,2,254.625,0,0
0,0,0,0,0,0,124,124,0
0,0,0,0,0,0,124,124,0
0,0,0,0,0,0,124,124,0
0,0,0,0,254.625,0,0,0,73.25
0,0,0,0,254.625,0,0,0,73.25
0,0,0,0,254.625,0,0,0,73.25
0,0,0,0,254.625,0,73.25,0,0
0,0,0,0,254.625,0,73.25,0,0
0,0,0,0,254.625,0,73.25,0,0
0,0,0,176.625,0,0,0,0,0
0,0,0,176.625,0,0,0,0,0
0,0,0,176.625,0,0,0,0,0
0,0,0,176.625,0,0,17.375,17.375,2
0,0,0,176.625,0,0,17.375,17.375,2
0,0,0,176.625,0,0,17.375,17.375,2
0,0,0,176.625,0,2,0,0,0
0,0,0,176.625,0,2,0,0,0
0,0,0,254.625,0,0,17.375,0,0
0,0,0,254.625,0,0,17.375,0,0
0,0,0,254.625,0,0,17.375,0,0
0,0,0,176.625,0,0,73.25,17.375,2
0,0,0,176.625,0,0,73.25,17.375,2
0,0,0,176.625,0,0,73.25,17.375,2
0,0,0,124,73.25,0,6.375,17.375,0
0,0,0,124,73.25,0,6.375,17.375,0
0,0,0,124,73.25,0,6.375,17.375,0
0,0,0,124,73.25,0,0,17.375,0
0,0,0,124,73.25,0,0,17.375,0
0,0,0,124,73.25,0,0,17.375,0
0,0,0,124,73.25,0,0,0,0
0,0,0,124,73.25,0,0,0,0
0,0,0,124,73.25,0,0,0,0
0,0,254.625,0,0,0,0,0,124
0,0,254.625,0,0,0,0,0,124
0,0,254.625,0,0,0,0,0,124
0,0,254.625,0,0,0,36.75,0,17.375
0,0,254.625,0,0,0,36.75,0,17.375
0,0,254.625,0,0,0,36.75,0,17.375
0,0,73.25,0,176.625,0,6.375,0,0
0,0,73.25,0,176.625,0,6.375,0,0
0,0,73.25,0,176.625,0,6.375,0,0
0,0,36.75,0,176.625,0,17.375,17.375,0
0,0,36.75,0,176.625,0,17.375,17.375,0
0,0,36.75,0,176.625,0,17.375,17.375,0
0,0,73.25,0,176.625,0,36.75,0,0
0,0,73.25,0,176.625,0,36.75,0,0
0,0,73.25,0,124,0,17.375,17.375,6.375
0,0,73.25,0,124,0,17.375,17.375,6.375
0,0,73.25,0,124,0,17.375,17.375,6.375
0,0,36.75,254.625,0,0,0,0,0
0,0,36.75,254.625,0,0,0,0,0
0,0,36.75,254.625,0,0,0,0,0
0,0,36.75,176.625,0,0,0,17.375,0
0,0,36.75,176.625,0,0,0,17.375,0
0,0,36.75,176.625,0,0,0,17.375,0
0,0,36.75,176.625,0,0,0,17.375,0
0,0,36.75,176.625,0,0,0,17.375,0
0,0,36.75,176.625,0,0,0,17.375,0
