"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.269028295678878,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.693193876004246,0,0,0,0,0,0,0
0.416951067690223,0,0,0,0,0,0,0,0.19479489243204,0,0,0
0,0.562402955639255,0,0,0,0,0,0,0.569259166138059,0,0,0
0,0.64751414853361,0,0,0,0,0,0,0,0.12262888626524,0,0
0,0,0.659424285871844,0,0,0,0,0,0,4.44089209850063e-16,0,0
0,0,0,0.663448432530669,0,0,0,0,0,0,1.11022302462516e-16,0
0,0,0,0,0.693193876004247,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.356073662210462,0,0,0.21113465613562,0
0,0,0.531635853896196,0,0,0,0,0,0,0,0,0.382017050024129
