"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0,0.00777438608001099,0,0.104329003493207,0,0,0.0753055081033266,0,0,0,0,0
0,0,0,0,0,0,0.102791553639076,0.121529403813652,0,0,0,0
0,0,0.00777438608001099,0,0,0,0.11445877433915,0,0.00777438608001099,0,0,0
0,0,0.121529403813652,0,0,0,0,0.102791553639076,0.121529403813652,0,0,0
0,0,0,0.00777438608001099,0,0,0,0,0,0,0.132480434459337,0
0.028983707923478,0,0,0,0,0,0,0,0.102791553639076,0,0,0
0,0,0.11445877433915,0.0753055081033266,0,0,0,0,0,0,0,0.132480434459337
0,0,0,0,0,0,0,0,0,0,0,0
0,0.104329003493207,0,0,0,0.00777438608001099,0,0,0,0,0,0.00777438608001099
0,0,0,0,0,0,0,0,0,0,0.102791553639076,0.121529403813652
