"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.269028295678888,0.567461107576833,0,0,0,0,0,0,0,0,0,0
0,0,0.659424285869767,0,0,0,0,0,0,0,0,0
0.269028295678878,0.0189387069949326,0,0.593930102638934,0,0,0,0,0,0,0,0
0,0,0.272741820506517,0.429926414901886,0,0,0,0,0,0,0,0
0.362375636264859,0,0,0,0.623090081598094,0,0,0,0,0,0,0
0,0.340982526952958,0,0,0.428287388793308,0,0,0,0,0,0,0
0.344137039450471,0.160019092155478,0,0,0.50134811545342,0,0,0,0,0,0,0
0,0,0.659424285869715,0,0,0,0,0,0,0,0,0
0,0,0.659424285869861,0,0.00586574409773566,0,0,0,0,0,0,0
0,0,0,0.454098732390599,0.315764049990234,0,0,0,0,0,0,0
0,0.0092719475253929,0,0.464907731290579,0.299460738986077,0,0,0,0,0,0,0
0,0,0.569697753390239,0,0,0.297350317976792,0,0,0,0,0,0
0.353570539443576,0,0.502041148484987,0,0,0.170317317420794,0,0,0,0,0,0
0,0,0.569697906958001,0,1.22925197410407e-06,0.297349809059067,0,0,0,0,0,0
0.269028295678886,0.520504499524531,0,0,0,0,0.0997649920607162,0,0,0,0,0
0,0,0.43669976659029,0,0,0,0.319582713447664,0,0,0,0,0
0,0.0642942151520723,0.452992329544164,0,0,0,0.296204858622149,0,0,0,0,0
0,0,0,0.599505650674256,0,0,0.372569325919157,0,0,0,0,0
0,0,0,0.595286916551449,0,0,0.397150222844734,0,0,0,0,0
0,0,0,0,0.717451988633294,0,0.322439143982259,0,0,0,0,0
0.269028295689121,0,0,0,0,0,0,0.0229348489675888,0,0,0,0
0,0,0.618295506261274,0,0,0,0,0.186550597665222,0,0,0,0
0.269028295683122,0,0,0.592027677642346,0,0,0,0.00950025506550597,0,0,0,0
0,0.0244688445688773,0,0.626076388498765,0,0,0,0.186627042258491,0,0,0,0
0,0.226896547859787,0,0,0.509953032691425,0,0,0.154690951709807,0,0,0,0
0,0,0,0.393205319804766,0.358570367329074,0,0,0.162362524377723,0,0,0,0
0,0,0.527453894213617,0,0,0.302819431485353,0,0.184122849733554,0,0,0,0
0,0,0,0.535393856655611,0,0.306598462059341,0,0.184880377867461,0,0,0,0
0,0,0,0,0,0,0.345527042448098,0.0115630012631452,0,0,0,0
0,0,0,0,0.714036606067679,0,0.322549052390283,0,0,0,0,0
0.416951068086219,0,0,0,0,0,0,0,0.194794892953516,0,0,0
0,0,0.53593462343349,0,0,0,0,0,0.663317991306429,0,0,0
