"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0,4.71844785465692e-15,0,0.599505650674253,0,0,0.37256932591916,0,0,0,0,0
0,0.599740071035872,0,0,0,0,0,0.185161547666532,0,0,0,0
0,0,0.618601749885804,0,0,0,0,0.185161547666541,0,0,0,0
0,9.99200722162641e-15,0,0.626369853641967,0,0,0,0.185161547666526,0,0,0,0
0,0.535087633941554,0,0,0,0.297225572979495,0,0,0,0.122628886265249,0,0
0,0,0.272741820378688,0.429926415036965,0,0,0,0,0,0,3.5527136788005e-15,0
0,0.538479603407673,0,0,0,0.297225572979496,0,0,0,0,0,0
0,0,0,0,0,0.297225572979495,0,0,0,0.122628886265249,2.22044604925031e-16,0
0,0,0.531635853829262,0,0,0,0,0,0,0,0,0.382017050024128
0,0,0,0,0,0,0,0,0,0,0.0829354797166886,0.328389797577433
