"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,4146.16985497915,0,0,0,0,0,0.0505835846384449,0,0,0,0,0,0,0,0,0,0
0,5.36758575452716e-10,0,0,4320.83758418904,0,0,0,0,0,29174.6107449422,0,0,0,0,0,0,0
0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.20120346041,0,0,0,0,0,29269.6496737348,0,0,0,0,0,0,0
0,0,2658.52458326365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4056.57275573722,0,0,1218.64374071048,0,0,0.0153102917280414,0,0,0,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6323.34862901409,0,0,0,0,0,0,0,0,408.699980371389,0,0,0,0
0,0,0,0,6323.32138893434,0,0,0,0,0,0,0,0,408.712505956047,0,0,0,0
0,6.56071146251598e-10,0,0,4321.09174814578,0,0,0.000899568676933907,0,0,29172.0935618909,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6323.22005611707,0,0,0,0,0,0,0,0,408.759100955678,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
3293.49137891055,0,0,0,0,0,0,0.000253576194908846,0,0,0,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4056.57278039278,0,0,1218.64395459686,0,0,0.0150980812924162,0,0,0,0,0,0,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.46420196829368e-10,0,0,4320.85886476112,0,0,0.000699809212767706,0,0,29174.3928546542,0,0,0,0,0,0,0
0,5.73679086161462e-10,0,0,4320.92042870178,0,0,0.000700543771384475,0,0,29173.7856202372,0,0,0,0,0,0,0
0,4146.17278784035,0,0,0,0,0,0.0352072687054902,0,0,0,0,0,0,0,0,0,0
0,6.07885067640202e-10,0,0,4320.99391334903,0,0,0.000845160566324361,0,0,29173.0591636414,0,0,0,0,0,0,0
0,4056.57287867178,0,0,1218.64480716473,0,0,0.0142521938356984,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4309.40391162081,0,0,0,0,0,29287.373741139,0,0,0,0,0,0,0
0,0,0,0,6320.75438881064,0,0,0.0821447998734526,0,0,0,0,0,409.851977912445,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.61199454414637e-10,0,0,4320.89251634668,0,0,0.000731168764501173,0,0,29174.0605795557,0,0,0,0,0,0,0
0,4056.57225711261,0,0,1218.63941515303,0,0,0.019601954804609,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.19086994302,0,0,0.000498926883901743,0,0,29269.7458814835,0,0,0,0,0,0,0
0,0,0,0,4309.40490143613,0,0,0.000156226759416652,0,0,29287.3621959425,0,0,0,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.114154e-10,0,0,4321.198,0,0,0,0,0,29171.05,0,0,0,0,0,0,0
0,0,0,0,4311.069,0,0,0.0004298382,0,0,29270.95,0,0,0,0,0,0,0
0,0,0,0,4311.063,0,0,0.0004459901,0,0,29271,0,0,0,0,0,0,0
3293.491,0,0,0,0,0,0,0.0002432732,0,0,0,0,0,0,0,0,0,0
0,6.041842e-10,0,0,4320.986,0,0,0.0008954421,0,0,29173.14,0,0,0,0,0,0,0
0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.058541e-10,0,0,4320.763,0,0,0,0,0,29175.34,0,0,0,0,0,0,0
0,4056.575,0,0,1218.659,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4056.573,0,0,1218.644,0,0,0.01472291,0,0,0,0,0,0,0,0,0,0
0,4146.173,0,0,0,0,0,0.03421546,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3185.128,0,0,0,0
0,4056.573,0,0,1218.645,0,0,0.01408299,0,0,0,0,0,0,0,0,0,0
0,7.289455e-10,0,0,4321.229,0,0,0.000685916,0,0,29170.74,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3185.128,0,0,0,0
0,6.930346e-10,0,0,4321.163,0,0,0.0006986522,0,0,29171.39,0,0,0,0,0,0,0
0,0,0,0,4311.059,0,0,0.0004130745,0,0,29271.04,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,9.109249e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,9.056389e-05,0,0,116.0927,0,0,0,0,0,21699.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,9.066011e-05,0,0,132.7717,0,0,0,0,0,21699.59,0
0,0,0,0,0,0,0,9.310826e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,8.899966e-05,0,0,127.5733,0,0,0,0,0,21699.61,0
0,0,0,0,0,0,0,8.476529e-05,0,0,96.40347,0,0,0,0,0,21699.7,0
0,0,0,0,0,0,0,0,0,0,99.77845,0,0,0,0,0,21699.69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,9.071336e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,8.825441e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,8.857328e-05,0,0,95.41852,0,0,0,0,0,21699.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,106.7093,0,0,0,0,0,21699.67,0
0,0,0,0,0,0,0,8.717968e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,8.789547e-05,0,0,114.709,0,0,0,0,0,21699.64,0
0,0,0,0,0,0,0,0,0,0,96.55703,0,0,0,0,0,21699.7,0
0,0,0,0,0,0,0,9.063127e-05,0,0,0,0,0,0,0,0,21699.97,0
