"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2658.52458326365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293.49136977856,0,0,0,0,0,0,0.000259063533178589,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.06833938485,0,0,0.000429302147627803,0,0,29270.9550340612,0,0,0,0,0,0,0
0,0,0,0,4311.06025485411,0,0,0.000437401146541738,0,0,29271.0346685439,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4309.43106731771,0,0,0.000154896033224248,0,0,29287.1041791643,0,0,0,0,0,0,0
0,5.05803975979723e-10,0,0,4320.76190469321,0,0,0.000724275903979181,0,0,29175.3489239394,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17055879684,0,0,0,0,0,0.0468936305932302,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0224289340439981,0,0,0,0,0,0,6230.49641172709,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293.49136976588,0,0,0,0,0,0,0.000259071151501344,0,0,0,0,0,0,0,0,0,0
3293.49140062914,0,0,0,0,0,0,0.000240525658329285,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.70069253253238e-10,0,0,4320.9123746125,0,0,0.000730172727636085,0,0,29173.8647220779,0,0,0,0,0,0,0
0,0,0,0,4309.365,0,0,0,0,0,29287.75,0,0,0,0,0,0,0
0,6.738096e-10,0,0,4321.126,0,0,0.0008785845,0,0,29171.75,0,0,0,0,0,0,0
0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.483522e-10,0,0,4321.077,0,0,0.0008445674,0,0,29172.24,0,0,0,0,0,0,0
0,0,0,0,4311.057,0,0,0.0004219674,0,0,29271.07,0,0,0,0,0,0,0
3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.173,0,0,0,0,0,0.03317298,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0001113974,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0.0001091672,0,0,102.0945,0,0,0,0,0,21699.68,0
0,0,0,0,0,0,0,9.053306e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0.00011212,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,97.79295,0,0,0,0,0,21699.69,0
0,0,0,0,0,0,0,0,0,0,114.6851,0,0,0,0,0,21699.64,0
0,0,0,0,0,0,0,8.426908e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,92.50446,0,0,0,0,0,21699.71,0
0,0,0,0,0,0,0,0,0,0,106.0812,0,0,0,0,0,21699.67,0
0,0,0,0,0,0,0,8.59054e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,91.93178,0,0,0,0,0,21699.71,0
0,0,0,0,0,0,0,0,0,0,132.9668,0,0,0,0,0,21699.59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0.0001086862,0,0,106.7113,0,0,0,0,0,21699.67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,97.28058,0,0,0,0,0,21699.69,0
0,0,0,0,0,0,0,9.079387e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,8.770353e-05,0,0,112.8709,0,0,0,0,0,21699.65,0
0,0,0,0,0,0,0,0,0,0,177.9471,0,0,0,0,0,21699.46,0
0,0,0,0,0,0,0,0,0,0,95.71669,0,0,0,0,0,21699.7,0
0,0,0,0,0,0,0,9.008527e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,8.579395e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,9.045296e-05,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0
0,0,0,0,0,0,0,0,0,0,34893.15,0,0,0,0,0,0,1211.746
0,4056.573,0,0,1218.643,0,0,0.0159798,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,34911.17,0,0,0,0,0,0,1207.558
0,0,0,0,5490.895,0,0,0.0003003203,0,0,0,0,0,0,0,0,0,4574.097
0,0,0,0,4311.635,0,0,0,0,0,29265.37,0,0,0,0,0,0,2.55608e-08
0,0,0,0,0,0,0,0,0,0,34893.15,0,0,0,0,0,0,1211.746
0,0,0,0,5490.895,0,0,0.0003630076,0,0,0,0,0,0,0,0,0,4574.097
0,0,0,0,4311.632,0,0,0.0001813831,0,0,29265.4,0,0,0,0,0,0,2.534581e-08
0,0,0,0,0,0,0,0.0001659205,0,0,0,0,0,0,0,0,0,8341.718
0,4146.174,0,0,0,0,0,0.03016381,0,0,0,0,0,0,0,0,0,0
0,8.673973e-10,0,0,4321.46,0,0,0,0,0,29168.47,0,0,0,0,0,0,0
0,4146.174,0,0,0,0,0,0.02942372,0,0,0,0,0,0,0,0,0,0
0,9.971947e-10,0,0,4321.648,0,0,0,0,0,29166.62,0,0,0,0,0,0,0
